defect_id,asset_id,defect_type,severity_at_raise,raised_date,attended_date,days_open,temporary_repair_applied,escalated,escalation_type,escalation_date
DFT-2025-01993,INS-CGLWJ-04,flashover_mark,critical,2025-08-04,2025-08-06,2,false,false,,
DFT-2026-01994,INS-TRLAJJ-05,cracked_insulator,minor,2026-06-09,2026-07-11,32,false,false,,
DFT-2025-01995,TO-MAS-14,gauge_defect,major,2025-09-28,2025-10-08,10,false,false,,
DFT-2026-01996,BL-CGL-05,drainage_choke,minor,2026-05-23,2026-07-08,46,true,false,,
DFT-2025-01997,RL-TRLAJJ-49,corrugation,2,2025-09-05,2025-09-22,17,true,false,,
DFT-2026-01998,CW-STMPV-05,burn_mark,major,2026-02-27,2026-03-11,12,false,false,,
DFT-2025-01999,OHE-TRLAJJ-50,hard_spot,major,2025-11-19,2025-11-30,11,false,false,,
DFT-2025-02000,OHE-ABUAVD-05,hard_spot,major,2025-07-05,2025-07-27,22,true,false,,
DFT-2025-02001,TC-TITRL-02,bonding_defect,critical,2025-04-04,2025-04-06,2,false,false,,
DFT-2025-02002,BL-PERABU-12,drainage_choke,major,2025-05-20,2025-06-01,12,false,false,,
DFT-2025-02003,RL-CJTMLP-06,wear,1,2025-06-21,2025-06-27,6,false,true,punctuality_incident,2025-06-25
DFT-2026-02004,SL-PVTBM-02,cracked_sleeper,major,2026-01-25,2026-02-11,17,false,false,,
DFT-2025-02005,SL-TRLAJJ-16,cracked_sleeper,minor,2025-11-25,2025-12-21,26,true,false,,
DFT-2025-02006,TC-TRLAJJ-29,shunt_failure,minor,2025-07-10,2025-09-07,59,false,true,punctuality_incident,2025-07-21
DFT-2025-02007,TC-PVTBM-07,shunt_failure,major,2025-08-26,2025-09-15,20,false,false,,
DFT-2026-02008,SG-AVDTI-05,lamp_failure,critical,2026-05-03,2026-05-07,4,true,false,,
DFT-2026-02009,TO-MS-02,switch_wear,minor,2026-01-26,2026-03-21,54,false,false,,
DFT-2025-02010,TO-TRL-04,switch_wear,minor,2025-04-27,2025-05-16,19,true,false,,
DFT-2025-02011,RL-AVDTI-02,rail_flaw,3,2025-09-16,2025-11-19,64,false,true,speed_restriction,2025-10-25
DFT-2025-02012,MST-PERABU-16,corrosion,minor,2025-08-18,2025-10-06,49,false,false,,
DFT-2026-02013,PT-MS-06,motor_fault,minor,2026-01-23,2026-03-25,61,false,true,failure,2026-02-12
DFT-2025-02014,INS-TRLAJJ-13,cracked_insulator,major,2025-10-12,2025-10-27,15,false,false,,
DFT-2026-02015,BL-ABUAVD-03,drainage_choke,major,2026-07-31,2026-08-09,9,false,false,,
DFT-2026-02016,BR-TITRL-01,corrosion,minor,2026-05-03,2026-05-19,16,false,false,,
DFT-2025-02017,TC-PONGPD-03,shunt_failure,minor,2025-03-22,2025-04-03,12,false,false,,
DFT-2026-02018,BL-MSB-02,ballast_deficiency,minor,2026-02-26,2026-03-29,31,true,false,,
DFT-2026-02019,TO-MAS-10,crossing_wear,minor,2026-04-27,2026-06-20,54,true,false,,
DFT-2025-02020,OHE-GISTM-02,height_stagger,minor,2025-08-28,2025-10-28,61,false,false,,
DFT-2026-02021,TC-STMPV-07,bonding_defect,critical,2026-03-01,2026-03-05,4,true,false,,
DFT-2026-02022,SS-AJJ-01,transformer_alarm,minor,2026-03-08,2026-03-18,10,false,false,,
DFT-2025-02023,TO-MAS-01,switch_wear,minor,2025-12-30,2026-03-04,64,false,false,,
DFT-2025-02024,SL-PONGPD-06,fastening_failure,minor,2025-11-03,2026-01-01,59,false,true,speed_restriction,2025-12-15
DFT-2025-02025,RL-TNPENR-06,corrugation,1,2025-10-02,2025-10-04,2,false,false,,
DFT-2025-02026,CW-STMPV-05,burn_mark,minor,2025-07-29,2025-09-18,51,false,false,,
DFT-2026-02027,MST-TRLAJJ-06,foundation_defect,major,2026-02-01,2026-02-16,15,true,false,,
DFT-2025-02028,RL-GISTM-04,weld_failure,3,2025-09-16,2025-11-22,67,false,false,,
DFT-2025-02029,TO-MAS-07,crossing_wear,minor,2025-09-30,2025-10-21,21,false,false,,
DFT-2025-02030,PT-MS-02,detection_failure,minor,2025-05-16,2025-06-05,20,false,true,failure,2025-05-17
DFT-2025-02031,RL-TRLAJJ-05,wear,2,2025-09-25,2025-10-19,24,false,true,punctuality_incident,2025-09-28
DFT-2026-02032,TC-TNPENR-01,bonding_defect,minor,2026-02-13,2026-03-16,31,false,false,,
DFT-2026-02033,AC-MSBMS-01,head_fault,minor,2026-05-23,2026-06-15,23,true,false,,
DFT-2025-02034,BL-MS-04,ballast_deficiency,major,2025-04-15,2025-04-23,8,false,false,,
DFT-2026-02035,INS-PONGPD-04,flashover_mark,minor,2026-08-17,2026-08-27,10,false,false,,
DFT-2025-02036,TO-TRL-02,switch_wear,minor,2025-04-25,2025-06-19,55,false,true,speed_restriction,2025-06-16
DFT-2025-02037,TC-TMLPTKO-01,bonding_defect,minor,2025-08-21,2025-10-11,51,false,false,,
DFT-2025-02038,MST-TRLAJJ-16,corrosion,minor,2025-10-21,2025-12-01,41,false,false,,
DFT-2026-02039,RL-TRLAJJ-22,weld_failure,3,2026-06-23,2026-07-17,24,false,false,,
DFT-2026-02040,BL-MSBMS-05,fouling,minor,2026-04-01,2026-04-21,20,true,false,,
DFT-2026-02041,INS-PERABU-04,cracked_insulator,minor,2026-08-08,,30,true,false,,
DFT-2025-02042,SG-ABUAVD-03,lamp_failure,minor,2025-12-13,2026-02-05,54,true,false,,
DFT-2025-02043,TC-TNPENR-04,bonding_defect,minor,2025-09-30,2025-10-28,28,false,false,,
DFT-2026-02044,TC-PERABU-03,shunt_failure,major,2026-01-14,2026-01-20,6,false,true,punctuality_incident,2026-01-16
DFT-2026-02045,RL-PERABU-13,wear,3,2026-03-23,2026-04-08,16,false,false,,
DFT-2025-02046,SL-TRLAJJ-26,cracked_sleeper,major,2025-12-09,2025-12-26,17,false,false,,
DFT-2026-02047,TO-AJJ-06,crossing_wear,major,2026-02-02,2026-02-24,22,false,false,,
DFT-2025-02048,TC-MBMGI-03,bonding_defect,critical,2025-07-30,2025-08-02,3,true,false,,
DFT-2025-02049,RL-ABUAVD-04,wear,3,2025-11-05,2025-12-16,41,true,true,speed_restriction,2025-11-09
DFT-2026-02050,BL-ENRMJR-06,drainage_choke,minor,2026-01-17,2026-03-27,69,true,false,,
DFT-2026-02051,RL-PERABU-21,corrugation,2,2026-05-19,2026-05-28,9,false,false,,
DFT-2026-02052,SL-TNPENR-05,fastening_failure,major,2026-04-20,2026-05-03,13,false,true,speed_restriction,2026-04-28
DFT-2025-02053,TO-GPD-01,switch_wear,minor,2025-03-22,2025-05-03,42,false,false,,
DFT-2025-02054,TO-MSB-08,crossing_wear,minor,2025-05-24,2025-07-09,46,false,false,,
DFT-2025-02055,INS-BBQPER-03,flashover_mark,critical,2025-04-22,2025-04-23,1,false,false,,
DFT-2026-02056,SL-PERABU-10,fastening_failure,minor,2026-03-07,2026-03-31,24,false,true,speed_restriction,2026-03-16
DFT-2025-02057,TO-AJJ-11,crossing_wear,minor,2025-07-30,2025-08-24,25,false,true,speed_restriction,2025-08-21
DFT-2025-02058,BL-AVDTI-04,ballast_deficiency,minor,2025-03-19,2025-04-18,30,false,false,,
DFT-2026-02059,RL-MSMBM-08,corrugation,1,2026-05-06,2026-05-09,3,false,true,failure,2026-05-07
DFT-2025-02060,OHE-TRLAJJ-0402,height_stagger,major,2025-06-22,2025-07-01,9,false,false,,
DFT-2025-02061,PT-MAS-14,motor_fault,major,2025-10-12,2025-10-23,11,false,false,,
DFT-2025-02062,OHE-BBQTNP-04,height_stagger,minor,2025-11-11,2026-01-16,66,false,false,,
DFT-2025-02063,AC-ABUAVD-01,reset_failure,minor,2025-09-03,2025-09-14,11,false,false,,
DFT-2026-02064,AC-GISTM-02,head_fault,minor,2026-04-29,2026-05-13,14,true,true,punctuality_incident,2026-05-06
DFT-2026-02065,MST-ENRMJR-05,foundation_defect,minor,2026-04-07,2026-04-23,16,false,false,,
DFT-2025-02066,AC-PERABU-07,reset_failure,minor,2025-03-23,2025-05-22,60,false,false,,
DFT-2025-02067,OHE-TBM-03,height_stagger,major,2025-04-04,2025-04-15,11,false,false,,
DFT-2025-02068,RL-GISTM-04,rail_flaw,2,2025-05-26,2025-06-15,20,false,false,,
DFT-2025-02069,PT-PER-06,obstruction,minor,2025-11-28,2026-01-12,45,false,true,failure,2026-01-06
DFT-2026-02070,AC-PERABU-08,reset_failure,minor,2026-01-25,2026-03-04,38,false,false,,
DFT-2026-02071,TC-PERABU-01,shunt_failure,major,2026-06-22,2026-07-01,9,false,true,punctuality_incident,2026-07-01
DFT-2025-02072,CW-CGLWJ-01,wire_wear,critical,2025-12-05,2025-12-08,3,true,false,,
DFT-2025-02073,PT-MAS-13,obstruction,major,2025-09-23,2025-10-04,11,false,false,,
DFT-2026-02074,BL-TITRL-13,ballast_deficiency,critical,2026-03-12,2026-03-15,3,false,false,,
DFT-2025-02075,AC-MSBMS-04,head_fault,minor,2025-10-03,2025-11-16,44,true,false,,
DFT-2025-02076,SL-MSMBM-05,cracked_sleeper,minor,2025-10-09,2025-10-21,12,false,false,,
DFT-2025-02077,SL-TRLAJJ-27,fastening_failure,minor,2025-09-03,2025-11-06,64,false,false,,
DFT-2025-02078,CW-MSBMS-02,wire_wear,major,2025-11-10,2025-11-16,6,true,false,,
DFT-2026-02079,SG-TITRL-10,aspect_defect,minor,2026-05-27,2026-07-23,57,false,false,,
DFT-2026-02080,TC-STMPV-08,bonding_defect,major,2026-05-03,2026-05-14,11,false,false,,
DFT-2025-02081,SG-GISTM-04,lamp_failure,minor,2025-09-06,2025-11-05,60,false,true,failure,2025-09-22
DFT-2026-02082,AC-MSMBM-03,reset_failure,major,2026-07-11,2026-07-31,20,false,false,,
DFT-2026-02083,TO-BBQ-08,gauge_defect,minor,2026-07-06,2026-08-22,47,false,false,,
DFT-2026-02084,LC-PONGPD-01,check_rail_wear,major,2026-02-18,2026-03-09,19,true,false,,
DFT-2025-02085,MST-PERABU-04,foundation_defect,minor,2025-09-21,2025-10-29,38,false,false,,
DFT-2025-02086,PT-PER-04,obstruction,minor,2025-04-11,2025-05-18,37,true,false,,
DFT-2025-02087,SG-TITRL-08,aspect_defect,minor,2025-12-30,2026-02-04,36,false,false,,
DFT-2025-02088,SL-MSBMS-07,fastening_failure,minor,2025-05-25,2025-06-13,19,true,false,,
DFT-2025-02089,RL-TRLAJJ-51,weld_failure,3,2025-05-30,2025-06-16,17,false,false,,
DFT-2026-02090,OHE-STMPV-03,height_stagger,minor,2026-01-21,2026-03-03,41,false,false,,
DFT-2025-02091,RL-PONGPD-08,corrugation,1,2025-10-19,2025-10-24,5,false,false,,
DFT-2026-02092,SL-PERABU-12,fastening_failure,minor,2026-08-22,,16,false,false,,
DFT-2025-02093,SG-MASBBQ-02,lamp_failure,minor,2025-08-19,2025-10-17,59,false,true,failure,2025-10-04
DFT-2026-02094,RL-BBQPER-05,wear,1,2026-08-12,2026-08-16,4,true,false,,
DFT-2025-02095,AC-AVDTI-02,reset_failure,major,2025-12-18,2025-12-31,13,true,false,,
DFT-2026-02096,OHE-TRLAJJ-11,height_stagger,minor,2026-03-30,2026-05-05,36,false,false,,
DFT-2026-02097,TC-TRLAJJ-32,bonding_defect,critical,2026-04-29,2026-05-02,3,false,false,,
DFT-2025-02098,RL-PONGPD-02,rail_flaw,2,2025-08-28,2025-09-16,19,false,true,speed_restriction,2025-09-11
DFT-2026-02099,PT-BBQ-03,obstruction,minor,2026-01-04,2026-02-23,50,true,false,,
DFT-2026-02100,SL-CGLWJ-04,cracked_sleeper,major,2026-08-18,2026-08-28,10,false,false,,
DFT-2025-02101,MST-ENRMJR-04,corrosion,minor,2025-09-26,2025-11-22,57,true,false,,
DFT-2026-02102,IL-PER-01,relay_fault,major,2026-03-04,2026-03-15,11,false,false,,
DFT-2026-02103,RL-TNPENR-02,weld_failure,3,2026-04-30,2026-05-20,20,false,false,,
DFT-2025-02104,INS-BBQPER-04,flashover_mark,minor,2025-04-10,2025-06-09,60,true,false,,
DFT-2025-02105,BL-AJJ-01,drainage_choke,major,2025-11-04,2025-11-18,14,false,false,,
DFT-2026-02106,RL-MSMBM-07,weld_failure,2,2026-09-01,,6,false,false,,
DFT-2025-02107,TO-MAS-06,crossing_wear,major,2025-09-14,2025-09-30,16,false,false,,
DFT-2025-02108,PT-PER-02,detection_failure,minor,2025-07-18,2025-09-07,51,false,false,,
DFT-2025-02109,INS-MSMBM-01,cracked_insulator,minor,2025-07-15,2025-08-03,19,false,false,,
DFT-2025-02110,BL-TRLAJJ-33,ballast_deficiency,minor,2025-11-01,2025-11-28,27,false,false,,
DFT-2025-02111,SG-ENRMJR-05,aspect_defect,major,2025-07-30,2025-08-16,17,false,false,,
DFT-2026-02112,TC-MSBMS-03,shunt_failure,major,2026-08-17,2026-09-04,18,false,false,,
DFT-2026-02113,BL-AJJ-02,drainage_choke,minor,2026-04-03,2026-05-03,30,true,false,,
DFT-2026-02114,IL-TNP-01,wire_count_discrepancy,major,2026-02-19,2026-03-11,20,true,true,failure,2026-02-21
DFT-2025-02115,PT-AJJ-10,obstruction,minor,2025-11-03,2026-01-07,65,true,false,,
DFT-2025-02116,CW-MSMBM-06,burn_mark,major,2025-12-25,2026-01-09,15,false,false,,
DFT-2025-02117,CW-TRLAJJ-28,burn_mark,major,2025-10-17,2025-10-29,12,false,false,,
DFT-2026-02118,OHE-MBMGI-02,height_stagger,minor,2026-05-05,2026-06-13,39,false,false,,
DFT-2026-02119,MST-AVDTI-02,corrosion,minor,2026-06-14,2026-07-28,44,false,true,failure,2026-07-24
DFT-2025-02120,TO-ENR-01,crossing_wear,major,2025-06-13,2025-06-29,16,true,false,,
DFT-2026-02121,RL-TMLPTKO-04,weld_failure,1,2026-05-11,2026-05-14,3,false,false,,
DFT-2025-02122,TO-AVD-09,crossing_wear,minor,2025-04-05,2025-05-12,37,false,false,,
DFT-2026-02123,RL-TITRL-32,wear,1,2026-08-02,2026-08-06,4,false,false,,
DFT-2025-02124,MST-BBQPER-02,corrosion,minor,2025-09-17,2025-11-26,70,false,false,,
DFT-2025-02125,RL-MSMBM-12,wear,1,2025-05-01,2025-05-03,2,true,false,,
DFT-2025-02126,CW-CGLWJ-05,burn_mark,minor,2025-06-03,2025-07-24,51,true,false,,
DFT-2025-02127,TC-TITRL-17,bonding_defect,major,2025-03-19,2025-04-03,15,false,false,,
DFT-2026-02128,INS-MSBMS-02,cracked_insulator,major,2026-06-04,2026-06-23,19,false,false,,
DFT-2025-02129,OHE-PVTBM-06,hard_spot,major,2025-10-18,2025-10-31,13,false,false,,
DFT-2025-02130,SL-TITRL-12,fastening_failure,major,2025-12-12,2026-01-03,22,false,false,,
DFT-2026-02131,BL-BBQTNP-02,fouling,major,2026-02-03,2026-02-24,21,true,false,,
DFT-2025-02132,INS-ENRMJR-01,cracked_insulator,critical,2025-08-17,2025-08-19,2,false,false,,
DFT-2025-02133,TO-ENR-06,crossing_wear,critical,2025-10-31,2025-11-03,3,false,false,,
DFT-2025-02134,RL-TITRL-08,rail_flaw,1,2025-06-03,2025-06-10,7,true,false,,
DFT-2025-02135,SG-STMPV-01,aspect_defect,minor,2025-04-23,2025-06-15,53,false,false,,
DFT-2026-02136,MST-PONGPD-02,foundation_defect,minor,2026-08-20,,18,false,false,,
DFT-2026-02137,SL-TRLAJJ-21,cracked_sleeper,major,2026-03-30,2026-04-16,17,false,true,speed_restriction,2026-04-13
DFT-2026-02138,INS-MSMBM-01,cracked_insulator,minor,2026-01-28,2026-04-05,67,false,false,,
DFT-2025-02139,MST-PERABU-09,corrosion,minor,2025-04-30,2025-06-23,54,false,false,,
DFT-2025-02140,TC-PERABU-07,shunt_failure,major,2025-05-28,2025-06-03,6,false,false,,
DFT-2025-02141,TC-TITRL-03,bonding_defect,minor,2025-08-26,2025-09-19,24,false,false,,
DFT-2026-02142,OHE-PERABU-06,hard_spot,minor,2026-04-26,2026-05-28,32,true,false,,
DFT-2025-02143,BL-TRLAJJ-21,fouling,major,2025-05-08,2025-05-13,5,false,false,,
DFT-2026-02144,MST-TRLAJJ-15,corrosion,critical,2026-05-14,2026-05-16,2,false,false,,
DFT-2026-02145,RL-TITRL-21,corrugation,3,2026-02-06,2026-03-16,38,false,false,,
DFT-2025-02146,SG-MSMBM-08,aspect_defect,minor,2025-05-31,2025-07-16,46,false,false,,
DFT-2025-02147,PT-MAS-18,detection_failure,major,2025-11-11,2025-11-29,18,true,false,,
DFT-2025-02148,MST-MSMBM-03,foundation_defect,minor,2025-12-09,2026-01-22,44,false,false,,
DFT-2025-02149,TO-MS-01,crossing_wear,major,2025-03-25,2025-04-16,22,true,false,,
DFT-2025-02150,CW-GISTM-01,wire_wear,major,2025-12-20,2026-01-06,17,false,false,,
DFT-2026-02151,TC-MSBMS-03,bonding_defect,minor,2026-04-27,2026-06-25,59,false,false,,
DFT-2025-02152,SL-AVDTI-09,fastening_failure,critical,2025-12-18,2025-12-20,2,true,false,,
DFT-2025-02153,MST-TRLAJJ-19,corrosion,minor,2025-03-30,2025-06-06,68,false,true,failure,2025-04-20
DFT-2025-02154,SL-TNPENR-02,fastening_failure,minor,2025-07-30,2025-08-16,17,false,false,,
DFT-2025-02155,CW-MSBMS-01,wire_wear,minor,2025-03-17,2025-05-10,54,false,true,punctuality_incident,2025-04-02
DFT-2025-02156,BL-MSMBM-08,drainage_choke,minor,2025-06-23,2025-07-22,29,false,false,,
DFT-2025-02157,RL-TITRL-12,corrugation,3,2025-11-23,2026-02-06,75,true,false,,
DFT-2025-02158,OHE-ENR-01,height_stagger,major,2025-04-24,2025-05-08,14,false,false,,
DFT-2025-02159,RL-PERABU-11,wear,1,2025-08-09,2025-08-13,4,true,false,,
DFT-2026-02160,RL-TRLAJJ-43,rail_flaw,3,2026-04-09,2026-04-27,18,false,false,,
DFT-2025-02161,CW-PVTBM-03,burn_mark,major,2025-10-19,2025-11-02,14,false,false,,
DFT-2026-02162,SG-TITRL-18,aspect_defect,major,2026-04-24,2026-05-06,12,true,false,,
DFT-2025-02163,SG-MSBMS-03,aspect_defect,minor,2025-10-08,2025-11-07,30,false,false,,
DFT-2026-02164,MST-MSBMS-06,foundation_defect,major,2026-05-06,2026-05-27,21,false,false,,
DFT-2025-02165,SG-TRLAJJ-24,aspect_defect,major,2025-12-30,2026-01-04,5,false,false,,
DFT-2025-02166,TO-MS-12,switch_wear,minor,2025-07-15,2025-08-05,21,true,false,,
DFT-2026-02167,TC-MASBBQ-04,bonding_defect,critical,2026-03-17,2026-03-18,1,true,false,,
DFT-2025-02168,SL-TRLAJJ-17,cracked_sleeper,major,2025-07-22,2025-07-29,7,false,false,,
DFT-2026-02169,MST-TITRL-03,foundation_defect,minor,2026-01-29,2026-02-17,19,true,false,,
DFT-2026-02170,RL-MSMBM-15,corrugation,3,2026-05-18,2026-07-14,57,false,false,,
DFT-2025-02171,MST-TRLAJJ-02,foundation_defect,minor,2025-07-10,2025-07-22,12,true,false,,
DFT-2026-02172,SL-MSMBM-04,fastening_failure,minor,2026-04-06,2026-05-10,34,false,false,,
DFT-2026-02173,RL-STMPV-01,weld_failure,3,2026-04-29,2026-07-06,68,true,false,,
DFT-2026-02174,TO-MS-09,switch_wear,minor,2026-07-12,2026-09-05,55,false,true,speed_restriction,2026-08-05
DFT-2026-02175,BL-TRLAJJ-24,ballast_deficiency,major,2026-06-24,2026-06-29,5,true,false,,
DFT-2025-02176,RL-AVDTI-20,rail_flaw,3,2025-04-18,2025-05-11,23,true,false,,
DFT-2026-02177,CW-CGLWJ-05,burn_mark,minor,2026-09-02,,5,false,true,punctuality_incident,2026-09-05
DFT-2025-02178,SG-PVTBM-04,aspect_defect,major,2025-08-16,2025-09-07,22,false,true,failure,2025-08-23
DFT-2026-02179,INS-TRLAJJ-19,cracked_insulator,major,2026-01-11,2026-01-31,20,false,true,speed_restriction,2026-01-15
DFT-2025-02180,PT-MAS-18,obstruction,major,2025-06-25,2025-07-15,20,true,false,,
DFT-2026-02181,SL-MASBBQ-02,cracked_sleeper,minor,2026-08-11,,27,false,false,,
DFT-2025-02182,SL-PERABU-02,cracked_sleeper,major,2025-05-26,2025-06-11,16,true,false,,
DFT-2026-02183,INS-AVDTI-06,flashover_mark,major,2026-06-10,2026-07-01,21,true,false,,
DFT-2025-02184,SL-PERABU-11,fastening_failure,minor,2025-11-14,2025-11-24,10,true,false,,
DFT-2025-02185,SL-ABUAVD-03,cracked_sleeper,minor,2025-10-15,2025-12-16,62,false,false,,
DFT-2026-02186,SL-PERABU-14,fastening_failure,minor,2026-01-09,2026-02-07,29,false,false,,
DFT-2025-02187,TC-CGLWJ-03,shunt_failure,minor,2025-08-14,2025-09-22,39,false,false,,
DFT-2025-02188,BL-MBMGI-02,ballast_deficiency,minor,2025-12-03,2026-02-07,66,false,true,failure,2026-02-06
DFT-2026-02189,RL-PERABU-05,wear,3,2026-04-06,2026-05-27,51,false,false,,
DFT-2025-02190,RL-TRLAJJ-46,wear,3,2025-11-30,2026-01-05,36,false,false,,
DFT-2026-02191,BL-MS-06,fouling,minor,2026-03-14,2026-05-10,57,false,false,,
DFT-2026-02192,SG-ENRMJR-08,lamp_failure,minor,2026-04-23,2026-06-22,60,false,false,,
DFT-2026-02193,TO-MS-12,gauge_defect,minor,2026-08-04,2026-09-03,30,false,false,,
DFT-2026-02194,MST-ABUAVD-06,corrosion,major,2026-05-17,2026-06-05,19,false,false,,
DFT-2025-02195,TC-BBQPER-01,shunt_failure,major,2025-06-04,2025-06-12,8,false,false,,
DFT-2026-02196,BL-ENRMJR-02,fouling,minor,2026-01-18,2026-01-31,13,false,false,,
DFT-2026-02197,TO-CJ-02,crossing_wear,major,2026-02-02,2026-02-11,9,false,false,,
DFT-2025-02198,SG-BBQPER-04,aspect_defect,minor,2025-04-10,2025-06-11,62,true,false,,
DFT-2025-02199,BL-TRL-01,fouling,major,2025-04-12,2025-04-30,18,true,false,,
DFT-2025-02200,TC-PERABU-16,shunt_failure,major,2025-05-29,2025-06-16,18,false,false,,
DFT-2026-02201,LC-TITRL-01,check_rail_wear,critical,2026-05-27,2026-06-03,7,false,true,speed_restriction,2026-05-28
DFT-2025-02202,BL-AVD-02,ballast_deficiency,major,2025-07-24,2025-08-02,9,false,false,,
DFT-2026-02203,SL-STMPV-02,cracked_sleeper,minor,2026-06-01,2026-06-23,22,false,false,,
DFT-2026-02204,AC-ABUAVD-03,head_fault,minor,2026-06-26,2026-08-16,51,true,false,,
DFT-2025-02205,TC-PERABU-08,shunt_failure,major,2025-12-07,2025-12-26,19,false,false,,
DFT-2025-02206,SG-MJRPON-01,lamp_failure,major,2025-11-26,2025-12-04,8,false,false,,
DFT-2025-02207,BL-STMPV-01,drainage_choke,minor,2025-10-05,2025-11-11,37,true,true,failure,2025-11-02
DFT-2025-02208,SL-MSMBM-05,fastening_failure,critical,2025-09-19,2025-09-24,5,false,true,speed_restriction,2025-09-21
DFT-2025-02209,SL-MSBMS-02,cracked_sleeper,minor,2025-06-14,2025-08-06,53,false,false,,
DFT-2025-02210,RL-PERABU-09,wear,1,2025-10-13,2025-10-19,6,false,false,,
DFT-2026-02211,MST-TITRL-11,foundation_defect,major,2026-02-11,2026-02-20,9,false,false,,
DFT-2026-02212,TC-TRLAJJ-06,shunt_failure,minor,2026-06-20,2026-07-06,16,true,false,,
DFT-2026-02213,RL-STMPV-03,corrugation,3,2026-08-02,2026-08-25,23,false,true,speed_restriction,2026-08-24
DFT-2025-02214,RL-ABUAVD-05,wear,2,2025-04-28,2025-05-16,18,false,false,,
DFT-2025-02215,CW-AVDTI-07,burn_mark,minor,2025-07-14,2025-08-10,27,true,false,,
DFT-2025-02216,RL-TITRL-14,weld_failure,3,2025-08-09,2025-09-26,48,false,false,,
DFT-2025-02217,AC-MSMBM-04,reset_failure,minor,2025-10-22,2025-11-09,18,true,false,,
DFT-2025-02218,SG-TRLAJJ-33,lamp_failure,major,2025-09-22,2025-10-08,16,false,false,,
DFT-2026-02219,RL-BBQPER-03,rail_flaw,3,2026-07-15,2026-08-05,21,true,false,,
DFT-2025-02220,TC-TNPENR-02,shunt_failure,major,2025-07-11,2025-08-02,22,false,false,,
DFT-2026-02221,SL-MBMGI-02,cracked_sleeper,minor,2026-09-03,,4,false,false,,
DFT-2026-02222,LC-AVDTI-01,check_rail_wear,major,2026-03-12,2026-03-18,6,true,false,,
DFT-2025-02223,BL-PVTBM-04,ballast_deficiency,minor,2025-09-19,2025-11-25,67,true,false,,
DFT-2026-02224,TC-PVTBM-06,shunt_failure,minor,2026-02-04,2026-04-01,56,false,false,,
DFT-2025-02225,MST-TRLAJJ-14,foundation_defect,major,2025-12-28,2026-01-02,5,false,false,,
DFT-2025-02226,CW-AVDTI-07,burn_mark,minor,2025-11-08,2026-01-01,54,false,false,,
DFT-2025-02227,RL-MSMBM-07,wear,3,2025-07-10,2025-09-21,73,false,true,speed_restriction,2025-08-23
DFT-2026-02228,TC-MSMBM-06,shunt_failure,minor,2026-03-21,2026-05-09,49,true,true,punctuality_incident,2026-04-15
DFT-2026-02229,SL-TRLAJJ-34,cracked_sleeper,minor,2026-01-13,2026-02-18,36,false,false,,
DFT-2025-02230,BL-ABUAVD-02,fouling,major,2025-03-23,2025-03-28,5,true,false,,
DFT-2026-02231,OHE-AVDTI-10,height_stagger,minor,2026-01-11,2026-03-20,68,false,false,,
DFT-2025-02232,RL-WJCJ-08,rail_flaw,1,2025-12-28,2026-01-04,7,false,false,,
DFT-2026-02233,TO-GPD-06,crossing_wear,minor,2026-09-03,,4,false,false,,
DFT-2025-02234,SL-PONGPD-08,cracked_sleeper,critical,2025-08-06,2025-08-10,4,true,false,,
DFT-2025-02235,OHE-BBQ-01,hard_spot,major,2025-06-24,2025-07-07,13,false,false,,
DFT-2025-02236,RL-ABUAVD-16,wear,3,2025-05-13,2025-07-14,62,false,false,,
DFT-2025-02237,AC-CGLWJ-03,head_fault,minor,2025-10-14,2025-11-18,35,true,false,,
DFT-2025-02238,SL-PERABU-04,cracked_sleeper,minor,2025-12-25,2026-02-01,38,false,true,speed_restriction,2025-12-27
DFT-2025-02239,SG-TITRL-06,aspect_defect,minor,2025-12-17,2025-12-30,13,false,false,,
DFT-2025-02240,SL-TRLAJJ-24,fastening_failure,minor,2025-09-22,2025-10-13,21,false,false,,
DFT-2026-02241,TC-ABUAVD-06,bonding_defect,major,2026-04-29,2026-05-20,21,false,true,failure,2026-05-02
DFT-2025-02242,BL-TRLAJJ-22,drainage_choke,major,2025-11-25,2025-12-13,18,true,true,speed_restriction,2025-12-04
DFT-2025-02243,PT-BBQ-01,detection_failure,minor,2025-10-08,2025-11-10,33,false,false,,
DFT-2025-02244,SG-STMPV-08,lamp_failure,minor,2025-12-20,2026-02-21,63,false,false,,
DFT-2026-02245,MST-MSMBM-11,foundation_defect,major,2026-06-01,2026-06-07,6,false,false,,
DFT-2026-02246,TC-AVDTI-02,shunt_failure,minor,2026-08-15,2026-09-02,18,false,false,,
DFT-2026-02247,LC-TKOAJJ-01,check_rail_wear,minor,2026-05-11,2026-06-29,49,true,false,,
DFT-2026-02248,RL-GISTM-02,rail_flaw,3,2026-01-09,2026-01-31,22,false,false,,
DFT-2025-02249,SL-TRLAJJ-25,cracked_sleeper,major,2025-07-30,2025-08-17,18,true,false,,
DFT-2026-02250,TC-ENRMJR-05,shunt_failure,major,2026-02-06,2026-02-27,21,true,false,,
DFT-2025-02251,TO-TRL-02,crossing_wear,minor,2025-10-28,2025-12-26,59,false,true,speed_restriction,2025-11-06
DFT-2025-02252,RL-STMPV-14,corrugation,3,2025-10-12,2025-11-21,40,false,false,,
