block_id,analytical_estimate_min,trains_affected,total_detention_min,rerouted_count,cancelled_count,time_band
BLK-2026-01682,370,5,481,0,0,06-12
BLK-2025-01686,858,10,1087,0,0,06-12
BLK-2026-01687,23,3,26,3,0,00-06
BLK-2026-01688,5897,36,6597,0,0,00-06
BLK-2026-01689,0,0,0,0,0,00-06
BLK-2025-01690,5877,21,6154,0,0,00-06
BLK-2026-01692,0,0,0,0,0,00-06
BLK-2026-01693,42,1,45,0,0,00-06
BLK-2026-01695,40,6,48,6,0,00-06
BLK-2026-01699,0,0,0,0,0,00-06
BLK-2026-01701,0,0,0,0,0,00-06
BLK-2026-01702,601,7,620,0,0,00-06
BLK-2025-01703,7580,39,9100,0,0,00-06
BLK-2026-01704,19,1,22,0,0,00-06
BLK-2026-01706,87,10,121,10,0,00-06
BLK-2026-01707,0,0,0,0,0,00-06
BLK-2026-01708,6,1,7,1,0,00-06
BLK-2025-01709,3912,21,4343,1,0,00-06
BLK-2026-01710,0,0,0,0,0,00-06
BLK-2025-01711,619,7,673,0,0,00-06
BLK-2026-01713,119,14,103,14,0,00-06
BLK-2025-01716,70,9,67,9,0,18-24
BLK-2025-01717,1969,7,2116,0,0,00-06
BLK-2026-01718,29,4,43,4,0,00-06
BLK-2026-01719,2811,17,3070,0,0,00-06
BLK-2026-01722,12,1,16,1,0,18-24
BLK-2025-01725,0,0,0,0,0,00-06
BLK-2026-01729,5766,33,6752,0,0,00-06
BLK-2026-01730,262,8,315,0,0,00-06
BLK-2026-01731,2683,23,3557,0,0,06-12
BLK-2026-01732,0,0,0,0,0,00-06
BLK-2026-01735,1432,18,1645,0,0,00-06
BLK-2025-01736,265,2,288,0,0,00-06
BLK-2026-01737,0,0,0,0,0,00-06
BLK-2026-01738,125,16,166,16,0,06-12
BLK-2026-01739,343,5,390,0,0,00-06
BLK-2026-01740,46,7,69,7,0,00-06
BLK-2026-01742,0,0,0,0,0,00-06
BLK-2026-01743,9477,45,11184,0,0,00-06
BLK-2026-01744,34,5,28,5,0,00-06
BLK-2026-01746,12,1,14,0,0,00-06
BLK-2026-01747,271,5,297,0,0,00-06
BLK-2026-01748,40,6,36,6,0,00-06
BLK-2026-01749,4253,18,5294,0,0,06-12
BLK-2026-01750,147,5,179,0,0,00-06
BLK-2026-01752,499,10,611,0,0,00-06
BLK-2026-01753,471,8,517,1,0,00-06
BLK-2025-01755,0,0,0,0,0,00-06
BLK-2025-01756,212,26,187,26,0,00-06
BLK-2026-01757,1185,11,1276,0,0,00-06
BLK-2026-01758,104,14,71,14,0,00-06
BLK-2025-01759,59,2,60,0,0,00-06
BLK-2026-01760,17,3,21,3,0,00-06
BLK-2026-01761,5616,25,6179,0,0,00-06
BLK-2026-01762,71,8,55,8,0,00-06
BLK-2026-01763,3582,28,4048,0,0,00-06
BLK-2025-01764,0,0,0,0,0,00-06
BLK-2025-01765,70,9,96,9,0,00-06
BLK-2026-01767,9,2,13,0,0,00-06
BLK-2026-01768,0,0,0,0,0,00-06
BLK-2026-01769,1010,9,1101,0,0,00-06
BLK-2026-01770,474,8,550,0,0,00-06
BLK-2025-01771,1574,18,1794,0,0,00-06
BLK-2026-01772,11,2,12,2,0,00-06
BLK-2025-01773,1057,9,1147,0,0,00-06
BLK-2026-01774,0,0,0,0,0,00-06
BLK-2025-01775,491,6,606,0,0,06-12
BLK-2026-01776,157,19,175,19,0,00-06
BLK-2026-01777,6,1,8,1,0,00-06
BLK-2026-01778,55,7,51,7,0,00-06
BLK-2026-01779,11,2,17,2,0,00-06
BLK-2026-01780,17,3,25,3,0,00-06
BLK-2026-01781,11,2,17,2,0,00-06
BLK-2026-01782,3625,28,4204,0,0,00-06
BLK-2026-01783,4736,23,5239,0,0,00-06
BLK-2026-01784,89,3,106,0,0,00-06
BLK-2026-01787,71,8,97,8,0,00-06
BLK-2026-01788,34,5,27,5,0,00-06
BLK-2026-01790,0,0,0,0,0,00-06
BLK-2025-01792,111,3,117,0,0,00-06
BLK-2026-01794,191,24,144,24,0,00-06
BLK-2025-01795,11,2,9,2,0,00-06
BLK-2026-01797,29,4,25,4,0,00-06
BLK-2026-01798,101,5,135,0,0,00-06
BLK-2026-01799,325,6,363,0,0,00-06
BLK-2026-01800,1699,11,1751,0,0,00-06
BLK-2026-01802,23,3,26,3,0,00-06
BLK-2026-01803,0,0,0,0,0,00-06
BLK-2025-01804,648,11,745,0,0,00-06
BLK-2026-01806,117,1,127,0,0,00-06
BLK-2025-01808,61,8,98,8,0,06-12
BLK-2025-01809,649,8,816,0,0,06-12
BLK-2026-01811,42,1,51,0,0,06-12
BLK-2025-01812,1689,19,2001,0,0,00-06
BLK-2026-01813,3981,29,4451,0,0,00-06
BLK-2025-01815,17319,61,20901,0,0,00-06
BLK-2025-01816,17,3,18,3,0,00-06
BLK-2026-01817,1140,9,1280,0,0,00-06
BLK-2026-01818,0,0,0,0,0,00-06
BLK-2026-01819,2476,14,2718,0,0,00-06
BLK-2026-01824,69,10,57,10,0,00-06
BLK-2025-01825,0,0,0,0,0,00-06
BLK-2026-01826,3747,17,4771,0,0,06-12
BLK-2026-01827,77,9,74,9,0,00-06
BLK-2026-01828,0,0,0,0,0,00-06
BLK-2026-01830,0,0,0,0,0,00-06
BLK-2026-01831,50,6,39,6,0,00-06
BLK-2026-01832,50,6,37,6,0,00-06
BLK-2026-01833,46,7,51,7,0,00-06
BLK-2026-01837,11,2,15,2,0,00-06
BLK-2025-01838,370,5,377,0,0,00-06
BLK-2026-01839,29,4,20,4,0,00-06
BLK-2025-01840,56,3,68,0,0,00-06
BLK-2026-01841,117,15,167,15,0,00-06
BLK-2026-01842,0,0,0,0,0,00-06
BLK-2026-01843,248,30,351,30,0,00-06
BLK-2026-01844,4856,24,5380,1,0,00-06
BLK-2026-01845,1053,15,1490,0,0,06-12
BLK-2025-01846,0,0,0,0,0,00-06
BLK-2025-01847,202,26,243,26,0,00-06
BLK-2026-01850,0,0,0,0,0,00-06
BLK-2025-01851,264,5,291,0,0,00-06
BLK-2026-01852,17,3,19,3,0,00-06
BLK-2026-01854,166,20,165,20,0,00-06
BLK-2026-01855,11,2,15,2,0,00-06
BLK-2026-01858,11,2,18,2,0,00-06
BLK-2026-01859,46,7,43,7,0,00-06
BLK-2026-01860,71,8,78,8,0,00-06
BLK-2025-01861,0,0,0,0,0,00-06
BLK-2026-01864,49,6,47,6,0,12-18
BLK-2026-01865,1003,5,1069,0,0,00-06
BLK-2025-01866,18,2,20,2,0,00-06
BLK-2026-01868,0,0,0,0,0,00-06
BLK-2025-01869,11,2,10,2,0,06-12
BLK-2026-01875,0,0,0,0,0,00-06
BLK-2026-01876,0,0,0,0,0,00-06
BLK-2026-01877,271,5,341,0,0,06-12
BLK-2025-01878,1123,16,1342,0,0,00-06
BLK-2025-01879,23,3,30,3,0,00-06
BLK-2026-01880,549,8,668,0,0,00-06
BLK-2025-01881,895,12,1020,0,0,00-06
BLK-2025-01883,0,0,0,0,0,00-06
BLK-2026-01885,51,8,54,8,0,00-06
BLK-2025-01886,627,8,689,0,0,00-06
BLK-2026-01887,0,0,0,0,0,00-06
BLK-2026-01889,52,7,42,7,0,00-06
BLK-2026-01891,11,2,13,2,0,00-06
BLK-2026-01894,513,7,533,0,0,00-06
BLK-2026-01896,0,0,0,0,0,00-06
BLK-2026-01897,29,4,38,4,0,00-06
BLK-2026-01898,0,0,0,0,0,00-06
BLK-2026-01899,332,3,420,0,0,06-12
BLK-2026-01901,46,7,32,7,0,00-06
BLK-2026-01902,38,5,33,5,0,00-06
BLK-2026-01903,2404,23,3012,0,0,12-18
BLK-2026-01906,69,10,91,10,0,00-06
BLK-2026-01907,86,12,84,12,0,00-06
BLK-2026-01909,11,2,14,2,0,00-06
BLK-2025-01913,116,14,108,14,0,00-06
BLK-2026-01914,326,6,368,0,0,00-06
BLK-2026-01915,107,14,154,14,0,06-12
BLK-2026-01916,204,26,218,26,0,00-06
BLK-2026-01917,171,21,177,21,0,00-06
BLK-2026-01918,0,0,0,0,0,00-06
BLK-2026-01919,243,31,215,31,0,00-06
BLK-2026-01920,6,1,6,1,0,06-12
BLK-2026-01921,11,2,12,2,0,00-06
BLK-2026-01924,38,5,33,5,0,06-12
BLK-2025-01925,71,8,94,8,0,00-06
BLK-2026-01928,6,1,4,1,0,00-06
BLK-2026-01930,97,1,97,0,0,00-06
BLK-2025-01931,317,1,385,0,0,00-06
BLK-2026-01932,0,0,0,0,0,00-06
BLK-2026-01937,5143,24,5787,1,0,00-06
BLK-2026-01939,11,2,12,2,0,00-06
BLK-2026-01940,895,14,1021,0,0,00-06
BLK-2025-01941,42,5,45,5,0,00-06
BLK-2026-01946,14414,56,17106,0,0,00-06
BLK-2025-01948,1315,6,1465,0,0,12-18
BLK-2025-01949,6,1,9,1,0,06-12
BLK-2025-01950,6,1,4,1,0,00-06
BLK-2026-01951,11,2,15,2,0,00-06
BLK-2026-01953,11,2,11,2,0,00-06
BLK-2026-01954,0,0,0,0,0,00-06
BLK-2025-01958,302,7,325,1,0,00-06
BLK-2026-01959,337,9,401,0,0,00-06
BLK-2026-01960,0,0,0,0,0,00-06
BLK-2025-01961,3421,16,3519,0,0,00-06
BLK-2026-01962,104,14,94,14,0,00-06
BLK-2026-01963,96,11,86,11,0,00-06
BLK-2026-01964,40,6,50,6,0,00-06
BLK-2026-01965,576,9,622,0,0,00-06
BLK-2026-01966,604,9,691,0,0,00-06
BLK-2026-01967,3697,27,4958,0,0,06-12
BLK-2026-01969,0,0,0,0,0,00-06
BLK-2026-01970,7995,41,11147,0,0,06-12
BLK-2026-01972,11,2,11,2,0,00-06
BLK-2025-01980,9337,45,12354,0,0,06-12
BLK-2026-01982,8,1,12,0,0,00-06
BLK-2025-01984,134,16,176,16,0,00-06
BLK-2026-01985,154,19,144,19,0,00-06
BLK-2026-01986,1717,18,2065,0,0,00-06
BLK-2026-01989,66,9,89,9,0,00-06
BLK-2025-01991,660,9,738,0,0,00-06
BLK-2026-01992,14764,56,18249,0,0,12-18
BLK-2025-01993,23,3,24,3,0,00-06
BLK-2026-01994,40,6,52,6,0,00-06
BLK-2025-01995,154,20,263,20,0,06-12
BLK-2026-01997,11,2,15,2,0,00-06
BLK-2026-01998,4772,23,6005,0,0,06-12
BLK-2026-02000,8059,42,9111,0,0,00-06
BLK-2026-02001,5897,36,6593,0,0,00-06
BLK-2026-02002,77,9,107,9,0,00-06
BLK-2025-02004,29,4,25,4,0,18-24
BLK-2025-02005,1570,16,1782,0,0,00-06
BLK-2026-02006,980,5,1011,0,0,00-06
BLK-2026-02007,0,0,0,0,0,00-06
BLK-2026-02008,0,0,0,0,0,00-06
BLK-2025-02009,17,3,11,3,0,00-06
BLK-2026-02012,591,7,656,0,0,00-06
BLK-2025-02014,174,22,198,22,0,00-06
BLK-2026-02015,0,0,0,0,0,00-06
BLK-2026-02017,41,5,35,5,0,00-06
BLK-2025-02018,791,13,943,0,0,00-06
BLK-2025-02019,365,9,402,0,0,00-06
BLK-2026-02020,40,6,32,6,0,00-06
BLK-2025-02021,0,0,0,0,0,00-06
BLK-2025-02022,8546,42,10707,0,0,12-18
BLK-2026-02024,7151,38,8113,0,0,00-06
BLK-2026-02025,1048,5,1206,0,0,12-18
BLK-2026-02026,0,0,0,0,0,00-06
BLK-2025-02027,26,3,27,3,0,00-06
BLK-2026-02028,6,1,7,1,0,00-06
BLK-2026-02029,135,3,135,0,0,00-06
BLK-2026-02031,150,6,178,0,0,00-06
BLK-2026-02032,23,3,33,3,0,12-18
BLK-2025-02033,171,21,199,21,0,12-18
BLK-2026-02035,0,0,0,0,0,00-06
BLK-2025-02036,202,26,279,26,0,00-06
BLK-2026-02037,77,9,109,9,0,00-06
BLK-2026-02038,0,0,0,0,0,00-06
BLK-2026-02039,2812,15,3138,0,0,00-06
BLK-2026-02040,677,8,727,0,0,00-06
BLK-2026-02041,81,11,61,11,0,00-06
BLK-2026-02042,0,0,0,0,0,00-06
BLK-2026-02045,2039,15,2197,0,0,00-06
BLK-2026-02046,110,13,127,13,0,00-06
BLK-2025-02047,6,1,3,1,0,00-06
BLK-2026-02048,602,4,625,0,0,00-06
BLK-2025-02049,21852,68,25760,0,0,00-06
BLK-2025-02050,40,6,54,6,0,00-06
BLK-2026-02051,2624,14,2809,0,0,00-06
BLK-2026-02054,2377,23,3268,0,0,06-12
BLK-2026-02055,41,5,57,5,0,12-18
BLK-2026-02056,4748,24,5371,1,0,12-18
BLK-2026-02057,23,3,33,3,0,00-06
BLK-2025-02059,0,0,0,0,0,00-06
BLK-2026-02060,71,8,56,8,0,00-06
BLK-2026-02061,11,2,6,2,0,00-06
BLK-2026-02062,0,0,0,0,0,00-06
BLK-2026-02063,40,6,30,6,0,00-06
BLK-2026-02065,0,0,0,0,0,00-06
BLK-2026-02066,6699,38,7695,0,0,00-06
BLK-2026-02067,0,0,0,0,0,00-06
BLK-2025-02068,39039,91,46971,0,0,00-06
BLK-2025-02069,0,0,0,0,0,00-06
BLK-2026-02070,3725,21,4829,1,0,06-12
BLK-2026-02072,174,21,170,21,0,00-06
BLK-2026-02073,0,0,0,0,0,00-06
BLK-2025-02074,4145,22,4421,1,0,00-06
BLK-2025-02076,1877,6,2212,0,0,12-18
BLK-2026-02077,0,0,0,0,0,00-06
BLK-2025-02079,133,5,159,0,0,00-06
BLK-2026-02080,101,5,119,0,0,00-06
BLK-2026-02081,847,5,891,0,0,00-06
BLK-2026-02082,11,2,9,2,0,00-06
BLK-2026-02084,0,0,0,0,0,00-06
BLK-2025-02085,0,0,0,0,0,18-24
BLK-2025-02086,940,8,1007,0,0,00-06
BLK-2026-02087,69,1,69,0,0,00-06
BLK-2026-02088,677,4,742,0,0,00-06
BLK-2026-02089,22,4,34,4,0,18-24
BLK-2026-02090,549,11,620,0,0,00-06
BLK-2025-02092,0,0,0,0,0,00-06
BLK-2025-02093,0,0,0,0,0,00-06
BLK-2025-02094,11,2,17,2,0,00-06
BLK-2026-02095,388,50,296,50,0,00-06
BLK-2025-02096,923,14,1091,0,0,00-06
BLK-2026-02097,1663,13,1841,0,0,00-06
BLK-2026-02098,12661,51,14685,0,0,00-06
BLK-2026-02100,11,1,11,0,0,00-06
BLK-2026-02101,34,5,47,5,0,00-06
BLK-2026-02103,70,9,87,9,0,06-12
BLK-2025-02105,962,9,1046,0,0,00-06
BLK-2026-02106,18125,60,21138,0,0,00-06
BLK-2025-02107,82,10,117,10,0,00-06
BLK-2026-02108,86,12,99,12,0,00-06
BLK-2026-02109,84,11,115,11,0,12-18
BLK-2026-02111,29,2,33,0,0,00-06
BLK-2026-02113,105,12,117,12,0,00-06
BLK-2026-02114,46,7,29,7,0,00-06
BLK-2026-02115,0,0,0,0,0,00-06
BLK-2026-02116,0,0,0,0,0,00-06
BLK-2026-02119,0,0,0,0,0,00-06
BLK-2025-02120,636,12,717,0,0,00-06
BLK-2025-02122,10708,48,12476,0,0,00-06
BLK-2025-02123,0,0,0,0,0,00-06
BLK-2026-02124,0,0,0,0,0,00-06
BLK-2026-02125,1533,14,1695,1,0,00-06
BLK-2026-02127,2666,23,3208,0,0,00-06
BLK-2026-02129,47,6,35,6,0,00-06
BLK-2026-02132,26,3,24,3,0,00-06
BLK-2026-02134,5599,21,6335,0,0,00-06
BLK-2026-02135,29,4,40,4,0,00-06
BLK-2026-02136,119,14,128,14,0,00-06
BLK-2026-02137,11,2,14,2,0,00-06
BLK-2026-02139,0,0,0,0,0,00-06
BLK-2026-02140,1043,11,1154,0,0,00-06
BLK-2026-02142,0,0,0,0,0,00-06
BLK-2025-02144,17,3,12,3,0,00-06
BLK-2025-02146,507,6,558,0,0,00-06
BLK-2025-02147,6,1,5,1,0,00-06
BLK-2026-02148,29,4,31,4,0,00-06
BLK-2025-02149,87,11,100,11,0,00-06
BLK-2025-02150,11,2,14,2,0,00-06
BLK-2026-02151,386,7,409,1,0,00-06
BLK-2026-02152,11,2,10,2,0,00-06
BLK-2026-02153,195,5,232,0,0,00-06
BLK-2026-02154,200,25,221,25,0,00-06
BLK-2026-02156,9060,44,10273,0,0,00-06
BLK-2026-02157,104,14,102,14,0,00-06
BLK-2026-02158,17990,62,23245,0,0,12-18
BLK-2025-02159,0,0,0,0,0,00-06
BLK-2025-02160,2282,13,2437,0,0,00-06
BLK-2026-02161,14113,33,15864,0,0,00-06
BLK-2026-02162,22,4,15,4,0,00-06
BLK-2026-02164,1409,6,1609,0,0,12-18
BLK-2026-02168,491,6,544,0,0,00-06
BLK-2025-02169,0,0,0,0,0,00-06
BLK-2026-02170,11,2,14,2,0,00-06
BLK-2026-02171,11,2,7,2,0,00-06
BLK-2026-02172,240,7,284,0,0,00-06
BLK-2026-02173,117,5,129,0,0,00-06
BLK-2026-02174,29,4,21,4,0,00-06
BLK-2026-02175,11,2,7,2,0,00-06
BLK-2026-02176,0,0,0,0,0,00-06
BLK-2026-02177,0,0,0,0,0,00-06
BLK-2026-02178,1223,16,1500,0,0,00-06
BLK-2026-02179,11,2,14,2,0,00-06
BLK-2026-02182,98,13,78,13,0,00-06
BLK-2025-02183,0,1,2,0,0,00-06
BLK-2026-02186,6,1,5,1,0,00-06
BLK-2026-02187,11,2,7,2,0,00-06
BLK-2026-02190,27150,76,31998,0,0,00-06
BLK-2026-02191,6759,36,7595,0,0,00-06
BLK-2026-02192,11,2,15,2,0,00-06
BLK-2026-02193,6,1,4,1,0,00-06
BLK-2026-02194,71,2,78,0,0,00-06
BLK-2026-02196,0,0,0,0,0,00-06
BLK-2026-02197,18280,63,22245,0,0,00-06
BLK-2026-02198,218,7,248,0,0,00-06
BLK-2025-02199,6,1,9,1,0,00-06
BLK-2026-02200,31,4,31,4,0,00-06
BLK-2025-02201,29,4,35,4,0,00-06
BLK-2026-02203,47,6,59,6,0,00-06
BLK-2026-02207,305,6,344,0,0,00-06
BLK-2025-02208,11,2,16,2,0,00-06
BLK-2025-02211,961,11,1160,0,0,00-06
BLK-2025-02212,1093,12,1207,1,0,00-06
BLK-2025-02214,7069,28,8011,1,0,00-06
BLK-2026-02215,15401,56,20724,0,0,06-12
BLK-2026-02216,7550,40,8965,0,0,00-06
BLK-2026-02219,549,8,684,0,0,06-12
BLK-2025-02223,29,4,44,4,0,06-12
BLK-2026-02225,4118,30,4773,0,0,00-06
BLK-2026-02226,16567,60,19791,0,0,00-06
BLK-2026-02227,40,6,58,6,0,00-06
BLK-2026-02228,44,5,40,5,0,00-06
BLK-2026-02229,9759,46,11561,0,0,00-06
BLK-2025-02230,123,3,133,0,0,00-06
BLK-2026-02231,200,25,282,25,0,00-06
BLK-2026-02232,86,12,86,12,0,00-06
BLK-2026-02234,5172,32,6206,0,0,00-06
BLK-2026-02235,29,4,25,4,0,00-06
BLK-2025-02237,50,1,57,0,0,00-06
BLK-2026-02239,18,2,14,2,0,00-06
BLK-2026-02240,0,0,0,0,0,00-06
BLK-2026-02243,7929,30,9156,1,0,12-18
BLK-2026-02244,18,2,19,2,0,00-06
BLK-2026-02245,40,6,33,6,0,00-06
BLK-2025-02246,0,0,0,0,0,00-06
BLK-2026-02247,17,3,11,3,0,00-06
BLK-2026-02248,22,4,29,4,0,12-18
BLK-2026-02250,351,6,398,0,0,00-06
BLK-2026-02252,11,2,14,2,0,00-06
BLK-2026-02253,166,20,232,20,0,00-06
BLK-2025-02254,46,7,33,7,0,00-06
BLK-2026-02255,34,5,52,5,0,06-12
BLK-2025-02256,647,7,718,0,0,00-06
BLK-2026-02259,6,1,7,1,0,00-06
BLK-2026-02261,11,2,16,2,0,00-06
BLK-2026-02262,18771,63,23089,0,0,00-06
BLK-2026-02265,174,22,228,22,0,00-06
BLK-2026-02268,95,13,115,13,0,00-06
BLK-2025-02269,52,7,58,7,0,12-18
BLK-2026-02274,1441,12,1537,0,0,00-06
BLK-2026-02275,33,1,35,0,0,00-06
BLK-2026-02276,43,6,35,6,0,00-06
BLK-2026-02277,2661,14,2974,0,0,00-06
BLK-2026-02278,2698,14,2857,0,0,00-06
BLK-2025-02279,0,0,0,0,0,00-06
BLK-2025-02280,11,2,12,2,0,00-06
BLK-2026-02282,874,14,1067,0,0,00-06
BLK-2026-02284,271,6,292,0,0,00-06
BLK-2026-02286,523,6,575,0,0,00-06
BLK-2026-02287,64,8,81,8,0,00-06
BLK-2025-02289,0,0,0,0,0,00-06
BLK-2026-02290,610,7,666,0,0,12-18
BLK-2026-02292,0,0,0,0,0,00-06
BLK-2025-02293,1223,16,1472,0,0,00-06
BLK-2026-02294,730,9,838,0,0,12-18
BLK-2026-02295,20,3,14,3,0,00-06
BLK-2026-02296,104,14,141,14,0,00-06
BLK-2026-02300,47,6,47,6,0,00-06
BLK-2026-02303,721,7,752,0,0,00-06
BLK-2025-02304,895,14,1061,0,0,00-06
BLK-2026-02305,0,0,0,0,0,00-06
BLK-2025-02306,0,0,0,0,0,00-06
BLK-2026-02308,82,10,62,10,0,00-06
BLK-2026-02309,3049,15,3454,0,0,00-06
BLK-2026-02311,6,1,8,1,0,00-06
BLK-2026-02313,6,1,7,1,0,00-06
BLK-2025-02315,12411,52,14098,0,0,00-06
BLK-2025-02316,174,22,124,22,0,00-06
BLK-2026-02317,20695,67,24139,0,0,00-06
BLK-2026-02318,8382,41,10065,0,0,00-06
BLK-2026-02320,15,1,17,0,0,00-06
BLK-2026-02322,6,1,5,1,0,00-06
BLK-2025-02324,53,7,53,7,0,00-06
BLK-2026-02325,3101,19,3471,1,0,00-06
BLK-2025-02326,40,6,56,6,0,00-06
BLK-2025-02327,115,3,115,0,0,00-06
BLK-2026-02328,0,0,0,0,0,00-06
BLK-2026-02329,34,5,39,5,0,00-06
BLK-2026-02330,17,3,16,3,0,00-06
BLK-2026-02332,3672,27,4273,0,0,00-06
BLK-2026-02333,17,3,22,3,0,00-06
BLK-2026-02334,180,4,206,0,0,00-06
BLK-2026-02335,0,0,0,0,0,00-06
BLK-2026-02336,47,6,65,6,0,00-06
BLK-2026-02338,0,0,0,0,0,00-06
BLK-2026-02341,25,2,26,0,0,00-06
BLK-2026-02343,54,8,80,8,0,00-06
