block_id,block_section_id,tasks_included,departments,merge_group_id,requested_start,requested_duration_min,sanctioned_start,sanctioned_duration_min,actual_start,actual_end,availed,overrun_min,overrun_reason,crew_id,machine_id,weather,season,was_merged
BLK-2026-01337,TRL-AJJ-UP,ENG-2026-05126,ENG,,2026-08-10 11:30,88,2026-08-10 11:30,112,2026-08-10 11:28,2026-08-10 13:02,true,-18,none,ENG-MS-A,,clear,normal,false
BLK-2026-01338,MAS-BBQ-UP,SNT-2026-01502,SNT,,2026-08-09 01:15,95,2026-08-09 01:30,110,2026-08-09 01:37,2026-08-09 03:43,true,16,material_delay,SNT-ENR-A,,rain,normal,false
BLK-2025-01339,CGL-WJ-SINGLE,TRD-2026-01277;ENG-2025-04847;SNT-2026-00966,ENG;SNT;TRD,MG-2025-0177,2025-11-13 00:15,303,2025-11-13 00:00,368,2025-11-13 00:13,2025-11-13 07:02,true,41,machine_late,ENG-AJJ-C,,clear,monsoon,true
BLK-2026-01340,PV-TBM-UP,ENG-2026-05310,ENG,,2026-04-28 11:15,175,2026-04-28 11:15,218,2026-04-28 11:13,2026-04-28 13:55,true,-56,none,ENG-MJR-A,,clear,normal,false
BLK-2026-01341,PON-GPD-DN,ENG-2026-04415,ENG,,2026-05-23 01:00,179,2026-05-23 01:00,228,,,false,,,ENG-GPD-B,TAMP-SR-07,clear,normal,false
BLK-2025-01342,GI-STM-UP_SUB,ENG-2025-04719,ENG,,2025-12-09 02:00,251,2025-12-09 01:45,305,2025-12-09 01:59,2025-12-09 07:17,true,13,crew_short,ENG-TBM-A,,rain,monsoon,false
BLK-2026-01343,MSB-MS-UP_SUB,ENG-2026-05440,ENG,,2026-01-16 02:00,290,2026-01-16 02:00,336,2026-01-16 01:51,2026-01-16 06:35,true,-52,none,ENG-ABU-C,,clear,normal,false
BLK-2026-01344,GI-STM-DN,ENG-2026-05800,ENG,,2026-01-29 01:45,243,2026-01-29 01:30,309,2026-01-29 01:46,2026-01-29 06:16,true,-39,none,ENG-MBM-A,,clear,normal,false
BLK-2026-01345,BBQ-TNP-DN,SNT-2025-00955;ENG-2026-04430;SNT-2026-01049,ENG;SNT,MG-2026-0178,2026-06-18 03:00,365,2026-06-18 03:00,440,2026-06-18 02:50,2026-06-18 11:43,true,93,crew_short,ENG-TRL-C,,clear,normal,true
BLK-2026-01346,ENR-MJR-DN,TRD-2026-01255,TRD,,2026-02-13 00:15,92,2026-02-13 00:30,116,2026-02-13 00:33,2026-02-13 01:54,true,-35,none,TRD-ENR-B,OHE-TC-06,clear,normal,false
BLK-2026-01347,PER-ABU-DN,ENG-2026-04668,ENG,,2026-05-29 00:00,323,2026-05-28 23:45,389,2026-05-28 23:53,2026-05-29 05:02,true,-80,none,ENG-AVD-C,,clear,normal,false
BLK-2026-01348,ENR-MJR-UP,ENG-2026-04356,ENG,,2026-06-21 03:00,237,2026-06-21 03:15,278,2026-06-21 03:23,2026-06-21 06:58,true,-63,none,ENG-MS-B,TAMP-SR-03,clear,normal,false
BLK-2026-01349,MSB-MS-UP_SUB,ENG-2026-05833,ENG,,2026-05-27 00:30,227,2026-05-27 00:15,276,2026-05-27 00:28,2026-05-27 04:24,true,-40,none,ENG-CJ-B,,clear,normal,false
BLK-2026-01350,AVD-TI-UP,ENG-2026-04213,ENG,,2026-07-19 00:30,397,2026-07-19 00:30,467,2026-07-19 00:21,2026-07-19 05:34,true,-154,none,ENG-GI-A,,clear,normal,false
BLK-2026-01351,MAS-BBQ-UP_SUB,SNT-2026-01516,SNT,,2026-07-02 00:00,69,2026-07-02 00:15,85,2026-07-02 00:25,2026-07-02 01:37,true,-13,none,SNT-PER-A,,rain,normal,false
BLK-2026-01352,TRL-AJJ-UP,ENG-2026-05754,ENG,,2026-03-30 02:45,118,2026-03-30 02:45,136,2026-03-30 02:50,2026-03-30 04:28,true,-38,none,ENG-MJR-C,USFD-SR-01,clear,normal,false
BLK-2026-01353,MSB-MS-DN,SNT-2026-01270,SNT,,2026-03-29 00:15,104,2026-03-29 00:30,133,2026-03-29 00:34,2026-03-29 03:06,true,19,material_delay,SNT-AVD-B,,heavy_rain,normal,false
BLK-2025-01354,MSB-MS-UP_SUB,SNT-2025-00737,SNT,,2025-10-09 01:00,61,2025-10-09 01:00,76,2025-10-09 00:50,2025-10-09 01:49,true,-17,none,SNT-PER-A,,clear,monsoon,false
BLK-2026-01355,STM-PV-UP,SNT-2026-01394,SNT,,2026-01-26 03:15,110,2026-01-26 03:00,129,2026-01-26 03:07,2026-01-26 05:08,true,-8,none,SNT-AVD-A,,clear,normal,false
BLK-2026-01356,MSB-MS-UP_SUB,ENG-2026-04133,ENG,,2026-03-14 01:15,223,2026-03-14 01:00,270,2026-03-14 01:10,2026-03-14 05:23,true,-17,none,ENG-MJR-B,TAMP-SR-03,clear,normal,false
BLK-2026-01357,PER-ABU-DN,SNT-2026-00881,SNT,,2026-07-01 01:15,187,2026-07-01 01:15,238,2026-07-01 01:29,2026-07-01 04:40,true,-47,none,SNT-CGL-B,,clear,normal,false
BLK-2025-01358,TRL-AJJ-DN,TRD-2025-01515,TRD,,2025-12-27 01:00,83,2025-12-27 01:15,104,,,false,,,TRD-GI-A,OHE-TC-07,heavy_rain,monsoon,false
BLK-2026-01359,PER-ABU-UP_SUB,ENG-2026-05928,ENG,,2026-05-28 00:30,259,2026-05-28 00:45,314,2026-05-28 00:38,2026-05-28 06:13,true,21,weather,ENG-PER-B,,heavy_rain,normal,false
BLK-2025-01360,TRL-AJJ-DN_SUB,TRD-2025-01173,TRD,,2025-12-19 01:45,130,2025-12-19 02:00,155,2025-12-19 02:07,2025-12-19 04:15,true,-27,none,TRD-TBM-A,OHE-TC-02,rain,monsoon,false
BLK-2026-01361,PON-GPD-UP,SNT-2026-01117,SNT,,2026-09-05 00:15,84,2026-09-05 00:15,100,,,false,,,SNT-ENR-A,,clear,normal,false
BLK-2025-01362,TKO-AJJ-SINGLE,SNT-2025-00979,SNT,,2025-11-08 13:45,318,2025-11-08 13:45,390,2025-11-08 14:03,2025-11-08 19:43,true,-50,none,SNT-AJJ-B,,clear,monsoon,false
BLK-2026-01363,MSB-MS-DN_SUB,SNT-2026-00823,SNT,,2026-07-20 03:30,56,2026-07-20 03:30,68,2026-07-20 03:39,2026-07-20 04:47,true,0,none,SNT-PER-A,,clear,normal,false
BLK-2025-01364,MJR-PON-DN,ENG-2025-04715,ENG,,2025-12-25 00:30,274,2025-12-25 00:45,326,,,false,,,ENG-ABU-C,,clear,monsoon,false
BLK-2026-01365,CGL-WJ-SINGLE,ENG-2026-05702,ENG,,2026-07-12 01:30,227,2026-07-12 01:15,268,,,false,,,ENG-CJ-A,,clear,normal,false
BLK-2026-01366,AVD-TI-DN_SUB,TRD-2026-01699,TRD,,2026-04-30 01:15,120,2026-04-30 01:00,144,2026-04-30 01:09,2026-04-30 03:21,true,-12,none,TRD-ENR-C,OHE-TC-01,clear,normal,false
BLK-2025-01367,PON-GPD-DN,ENG-2025-04470,ENG,,2025-09-23 02:30,126,2025-09-23 02:15,155,2025-09-23 02:22,2025-09-23 04:10,true,-47,none,ENG-GPD-C,USFD-SR-04,clear,normal,false
BLK-2026-01368,PV-TBM-UP,ENG-2026-05608,ENG,,2026-06-03 03:15,408,2026-06-03 03:15,480,2026-06-03 03:18,2026-06-03 10:25,true,-53,none,ENG-MAS-A,,clear,normal,false
BLK-2026-01369,MAS-BBQ-UP_SUB,ENG-2026-05698,ENG,,2026-04-17 00:45,189,2026-04-17 00:45,239,2026-04-17 01:04,2026-04-17 04:34,true,-29,none,ENG-TBM-B,TAMP-SR-05,clear,normal,false
BLK-2026-01370,TRL-AJJ-DN,ENG-2026-05137;TRD-2025-01702;ENG-2025-04429,ENG;TRD,MG-2026-0179,2026-07-04 00:00,326,2026-07-04 00:00,386,2026-07-04 00:17,2026-07-04 06:26,true,-17,none,ENG-PV-B,BCM-SR-01,clear,normal,true
BLK-2026-01371,PV-TBM-UP,ENG-2026-04291;ENG-2026-05792;SNT-2025-00675,ENG;SNT,MG-2026-0180,2026-01-10 01:45,498,2026-01-10 02:00,636,2026-01-10 02:12,2026-01-10 13:53,true,65,weather,ENG-TRL-C,,rain,normal,true
BLK-2026-01372,TI-TRL-UP_SUB,SNT-2026-00568,SNT,,2026-06-18 03:30,236,2026-06-18 03:30,287,2026-06-18 03:41,2026-06-18 06:49,true,-99,none,SNT-TNP-B,,clear,normal,false
BLK-2026-01373,BBQ-PER-UP,ENG-2026-05189,ENG,,2026-07-26 03:30,136,2026-07-26 03:45,164,,,false,,,ENG-STM-B,RGM-SR-01,clear,normal,false
BLK-2026-01374,STM-PV-DN,SNT-2026-00933,SNT,,2026-06-07 03:15,87,2026-06-07 03:30,101,2026-06-07 03:48,2026-06-07 05:17,true,-12,none,SNT-AVD-B,,clear,normal,false
BLK-2026-01375,MAS-BBQ-DN_SUB,SNT-2026-01069,SNT,,2026-06-06 01:45,128,2026-06-06 01:30,161,2026-06-06 01:34,2026-06-06 03:28,true,-47,none,SNT-GI-A,,clear,normal,false
BLK-2026-01376,MAS-BBQ-UP_SUB,ENG-2026-04112,ENG,,2026-05-07 01:00,282,2026-05-07 01:00,334,2026-05-07 00:52,2026-05-07 06:14,true,-12,none,ENG-TI-C,,clear,normal,false
BLK-2026-01377,BBQ-PER-DN_SUB,SNT-2026-00896,SNT,,2026-08-30 01:00,100,2026-08-30 01:00,121,2026-08-30 01:01,2026-08-30 02:39,true,-23,none,SNT-CJ-A,,clear,normal,false
BLK-2026-01378,CGL-WJ-SINGLE,TRD-2026-01239;ENG-2026-04195;ENG-2026-04810,ENG;TRD,MG-2026-0181,2026-01-27 01:30,440,2026-01-27 01:30,555,,,false,,,ENG-ABU-C,,clear,normal,true
BLK-2025-01379,MSB-MS-UP_SUB,ENG-2025-04488,ENG,,2025-10-16 02:15,363,2025-10-16 02:15,435,2025-10-16 02:06,2025-10-16 09:54,true,33,material_delay,ENG-MAS-C,,clear,monsoon,false
BLK-2025-01380,TI-TRL-UP_SUB,SNT-2026-01195;TRD-2026-01377;TRD-2025-01120,SNT;TRD,MG-2025-0182,2025-10-23 03:15,170,2025-10-23 03:15,207,2025-10-23 03:05,2025-10-23 08:03,true,91,crew_short,TRD-MAS-C,OHE-TC-01,heavy_rain,monsoon,true
BLK-2026-01381,TRL-AJJ-UP_SUB,SNT-2026-00843,SNT,,2026-03-15 03:00,75,2026-03-15 02:45,93,,,false,,,SNT-GPD-A,,clear,normal,false
BLK-2026-01382,AVD-TI-DN,ENG-2026-04683,ENG,,2026-06-28 00:15,221,2026-06-28 00:15,259,,,false,,,ENG-TNP-B,RGM-SR-01,clear,normal,false
BLK-2025-01383,TKO-AJJ-SINGLE,SNT-2025-00621,SNT,,2025-11-01 02:30,40,2025-11-01 02:30,46,2025-11-01 02:30,2025-11-01 03:17,true,1,none,SNT-GPD-A,,clear,monsoon,false
BLK-2025-01384,PER-ABU-DN,SNT-2025-01139,SNT,,2025-12-14 02:45,72,2025-12-14 02:30,87,,,false,,,SNT-PER-A,,clear,monsoon,false
BLK-2026-01385,TI-TRL-UP,ENG-2026-04696;ENG-2026-04104;SNT-2025-00798,ENG;SNT,MG-2026-0183,2026-03-06 02:30,347,2026-03-06 02:30,410,2026-03-06 02:49,2026-03-06 10:35,true,56,traffic_hold,ENG-TRL-B,,clear,normal,true
BLK-2025-01386,PER-ABU-DN_SUB,ENG-2025-04489,ENG,,2025-12-05 02:15,111,2025-12-05 02:15,135,2025-12-05 02:24,2025-12-05 04:04,true,-35,none,ENG-GPD-C,USFD-SR-04,clear,monsoon,false
BLK-2025-01387,ENR-MJR-UP,ENG-2025-04120,ENG,,2025-11-11 01:00,165,2025-11-11 01:15,198,2025-11-11 01:22,2025-11-11 04:29,true,-11,none,ENG-TRL-B,,clear,monsoon,false
BLK-2026-01388,MS-MBM-DN,ENG-2026-05155,ENG,,2026-07-16 02:15,105,2026-07-16 02:00,133,2026-07-16 02:01,2026-07-16 04:07,true,-7,none,ENG-MJR-C,USFD-SR-01,clear,normal,false
BLK-2026-01389,AVD-TI-DN_SUB,SNT-2026-00858;SNT-2026-01201;ENG-2026-04372,ENG;SNT,MG-2026-0184,2026-07-28 00:45,250,2026-07-28 01:00,319,2026-07-28 00:54,2026-07-28 06:04,true,-9,none,ENG-MSB-A,,clear,normal,true
BLK-2026-01390,TRL-AJJ-DN_SUB,SNT-2026-00918,SNT,,2026-05-19 03:15,89,2026-05-19 03:15,110,2026-05-19 03:32,2026-05-19 04:42,true,-40,none,SNT-PER-A,,clear,normal,false
BLK-2026-01391,PON-GPD-UP,ENG-2026-04479;ENG-2025-04492;SNT-2026-00645,ENG;SNT,MG-2026-0185,2026-09-06 01:45,306,2026-09-06 02:00,375,2026-09-06 01:51,2026-09-06 07:50,true,-16,none,ENG-AJJ-C,,heavy_rain,normal,true
BLK-2025-01392,TRL-AJJ-UP,TRD-2025-01399,TRD,,2025-11-08 03:30,54,2025-11-08 03:45,65,2025-11-08 03:39,2025-11-08 04:27,true,-17,none,TRD-MSB-A,,clear,monsoon,false
BLK-2026-01393,TRL-AJJ-DN_SUB,ENG-2026-04582,ENG,,2026-03-16 03:30,228,2026-03-16 03:30,279,2026-03-16 03:21,2026-03-16 07:29,true,-31,none,ENG-STM-B,BCM-SR-01,clear,normal,false
BLK-2026-01394,CJ-TMLP-SINGLE,SNT-2026-00915,SNT,,2026-03-04 03:30,145,2026-03-04 03:15,183,2026-03-04 03:07,2026-03-04 05:51,true,-19,none,SNT-TBM-B,,rain,normal,false
BLK-2026-01395,STM-PV-UP_SUB,TRD-2026-01470,TRD,,2026-05-20 01:15,392,2026-05-20 01:30,458,2026-05-20 01:35,2026-05-20 07:42,true,-91,none,TRD-AVD-C,OHE-TC-04,clear,normal,false
BLK-2026-01396,BBQ-PER-UP_SUB,SNT-2026-00850,SNT,,2026-04-19 02:15,61,2026-04-19 02:15,71,2026-04-19 02:23,2026-04-19 03:24,true,-10,none,SNT-TRL-A,,rain,normal,false
BLK-2025-01397,AVD-TI-UP_SUB,ENG-2025-04276,ENG,,2025-10-11 01:45,194,2025-10-11 01:45,239,2025-10-11 02:04,2025-10-11 06:25,true,22,material_delay,ENG-ABU-C,,clear,monsoon,false
BLK-2025-01398,ENR-MJR-UP,ENG-2025-04842,ENG,,2025-10-23 11:30,118,2025-10-23 11:30,147,,,false,,,ENG-AVD-B,,rain,monsoon,false
BLK-2025-01399,TMLP-TKO-SINGLE,ENG-2025-05541,ENG,,2025-12-02 12:00,91,2025-12-02 12:15,111,2025-12-02 12:09,2025-12-02 13:36,true,-24,none,ENG-MBM-A,,rain,monsoon,false
BLK-2025-01400,TNP-ENR-UP,TRD-2025-01718,TRD,,2025-12-29 02:45,158,2025-12-29 02:45,192,2025-12-29 02:52,2025-12-29 06:10,true,6,none,TRD-AJJ-B,OHE-TC-07,clear,monsoon,false
BLK-2026-01401,PV-TBM-UP_SUB,ENG-2025-04691;TRD-2026-01384;ENG-2026-05000,ENG;TRD,MG-2026-0186,2026-07-26 03:45,319,2026-07-26 03:30,370,,,false,,,TRD-GPD-C,,clear,normal,true
BLK-2026-01402,MSB-MS-UP_SUB,ENG-2026-04123;ENG-2025-05843;TRD-2026-01842,ENG;TRD,MG-2026-0187,2026-04-15 00:30,397,2026-04-15 00:15,487,2026-04-15 00:20,2026-04-15 10:40,true,133,material_delay,ENG-MJR-A,,clear,normal,true
BLK-2025-01403,MSB-MS-UP_SUB,ENG-2025-04116;ENG-2025-04661;SNT-2026-01324,ENG;SNT,MG-2025-0188,2025-10-31 01:00,849,2025-10-31 01:15,1072,2025-10-31 01:34,2025-10-31 18:44,true,-42,none,ENG-PER-C,,clear,monsoon,true
BLK-2026-01404,PER-ABU-UP_SUB,ENG-2026-05363,ENG,,2026-03-19 00:00,318,2026-03-18 23:45,399,2026-03-18 23:45,2026-03-19 04:06,true,-138,none,ENG-TI-C,,clear,normal,false
BLK-2026-01405,MBM-GI-UP_SUB,ENG-2026-04476,ENG,,2026-06-19 02:45,323,2026-06-19 02:45,386,2026-06-19 03:00,2026-06-19 08:04,true,-82,none,ENG-ENR-A,,clear,normal,false
BLK-2026-01406,TI-TRL-DN_SUB,SNT-2026-00610,SNT,,2026-06-07 13:30,197,2026-06-07 13:30,227,2026-06-07 13:44,2026-06-07 16:42,true,-49,none,SNT-MS-B,,clear,normal,false
BLK-2026-01407,ABU-AVD-UP_SUB,ENG-2026-05595;ENG-2026-05559;TRD-2026-01605,ENG;TRD,MG-2026-0189,2026-02-13 02:45,237,2026-02-13 02:45,273,2026-02-13 02:54,2026-02-13 08:45,true,78,machine_late,ENG-MSB-B,TAMP-SR-05,clear,normal,true
BLK-2026-01408,MAS-BBQ-UP_SUB,ENG-2026-05623,ENG,,2026-04-05 01:15,350,2026-04-05 01:15,423,,,false,,,ENG-TI-C,,clear,normal,false
BLK-2025-01409,TI-TRL-DN,ENG-2025-05629,ENG,,2025-12-14 00:45,240,2025-12-14 00:45,287,2025-12-14 00:51,2025-12-14 07:33,true,115,traffic_hold,ENG-PV-B,TAMP-SR-03,clear,monsoon,false
BLK-2026-01410,PER-ABU-UP,TRD-2026-01122,TRD,,2026-02-08 03:45,381,2026-02-08 03:30,476,2026-02-08 03:47,2026-02-08 10:55,true,-48,none,TRD-MSB-B,OHE-TC-03,clear,normal,false
BLK-2026-01411,MSB-MS-DN,ENG-2026-04935,ENG,,2026-05-17 00:45,238,2026-05-17 01:00,294,2026-05-17 01:19,2026-05-17 05:50,true,-23,none,ENG-STM-B,RGM-SR-01,clear,normal,false
BLK-2026-01412,BBQ-TNP-UP,SNT-2026-00596,SNT,,2026-05-02 02:30,48,2026-05-02 02:30,60,2026-05-02 02:46,2026-05-02 03:36,true,-10,none,SNT-MAS-B,,clear,normal,false
BLK-2025-01413,STM-PV-UP_SUB,SNT-2025-01474,SNT,,2025-11-02 02:15,207,2025-11-02 02:15,261,2025-11-02 02:09,2025-11-02 06:07,true,-23,none,SNT-AJJ-B,,clear,monsoon,false
BLK-2026-01414,ABU-AVD-UP_SUB,TRD-2026-01564,TRD,,2026-03-15 03:45,324,2026-03-15 03:30,392,2026-03-15 03:26,2026-03-15 08:28,true,-90,none,TRD-GPD-C,,clear,normal,false
BLK-2026-01415,GI-STM-UP_SUB,ENG-2026-05328;ENG-2026-06006;SNT-2025-01216,ENG;SNT,MG-2026-0190,2026-05-15 00:00,815,2026-05-15 00:15,1043,2026-05-15 00:22,2026-05-15 14:10,true,-215,none,ENG-PER-C,,clear,normal,true
BLK-2026-01416,CJ-TMLP-SINGLE,ENG-2026-04826,ENG,,2026-02-14 00:00,170,2026-02-14 00:15,200,2026-02-14 00:15,2026-02-14 03:56,true,21,crew_short,ENG-MSB-C,USFD-SR-04,clear,normal,false
BLK-2026-01417,MS-MBM-DN_SUB,SNT-2026-01279,SNT,,2026-07-13 01:15,103,2026-07-13 01:00,121,2026-07-13 01:19,2026-07-13 03:15,true,-5,none,SNT-TNP-A,,clear,normal,false
BLK-2025-01418,AVD-TI-UP_SUB,TRD-2025-01485,TRD,,2025-11-26 00:45,106,2025-11-26 01:00,133,2025-11-26 01:04,2025-11-26 03:25,true,8,none,TRD-AVD-A,OHE-TC-06,rain,monsoon,false
BLK-2026-01419,TI-TRL-UP,ENG-2026-04184,ENG,,2026-06-10 00:15,327,2026-06-10 00:15,397,2026-06-10 00:27,2026-06-10 05:31,true,-93,none,ENG-MAS-C,,clear,normal,false
BLK-2026-01420,PER-ABU-DN_SUB,ENG-2026-05008,ENG,,2026-03-19 03:30,187,2026-03-19 03:30,217,2026-03-19 03:48,2026-03-19 06:36,true,-49,none,ENG-MS-B,TAMP-SR-07,clear,normal,false
BLK-2025-01421,MAS-BBQ-UP_SUB,ENG-2025-04982,ENG,,2025-11-15 03:45,249,2025-11-15 03:45,305,2025-11-15 03:35,2025-11-15 08:46,true,6,none,ENG-MAS-C,,rain,monsoon,false
BLK-2026-01422,AVD-TI-UP_SUB,ENG-2026-04884,ENG,,2026-04-23 00:30,369,2026-04-23 00:45,467,2026-04-23 00:57,2026-04-23 07:14,true,-90,none,ENG-TI-B,,clear,normal,false
BLK-2026-01423,TNP-ENR-DN,TRD-2026-01084,TRD,,2026-08-13 01:45,129,2026-08-13 02:00,155,2026-08-13 02:19,2026-08-13 04:40,true,-14,none,TRD-AVD-A,OHE-TC-07,clear,normal,false
BLK-2025-01424,MSB-MS-DN,ENG-2025-05890,ENG,,2025-10-26 11:15,203,2025-10-26 11:30,259,,,false,,,ENG-AVD-B,,clear,monsoon,false
BLK-2026-01425,STM-PV-DN,ENG-2026-05479,ENG,,2026-05-06 12:45,101,2026-05-06 13:00,128,2026-05-06 12:53,2026-05-06 14:33,true,-28,none,ENG-GPD-A,,clear,normal,false
BLK-2025-01426,MS-MBM-DN,SNT-2025-00634,SNT,,2025-11-01 02:30,106,2025-11-01 02:30,125,2025-11-01 02:41,2025-11-01 04:31,true,-15,none,SNT-GPD-A,,clear,monsoon,false
BLK-2026-01427,AVD-TI-DN,TRD-2026-01087,TRD,,2026-08-05 03:15,153,2026-08-05 03:30,190,2026-08-05 03:21,2026-08-05 05:52,true,-39,none,TRD-ENR-C,OHE-TC-02,clear,normal,false
BLK-2026-01428,BBQ-PER-UP_SUB,ENG-2026-04960,ENG,,2026-04-10 01:45,195,2026-04-10 01:30,225,2026-04-10 01:50,2026-04-10 05:05,true,-30,none,ENG-MS-B,TAMP-SR-05,clear,normal,false
BLK-2025-01429,MAS-BBQ-UP_SUB,ENG-2026-04536;ENG-2026-05063;ENG-2025-04865,ENG,MG-2025-0191,2025-12-08 02:00,341,2025-12-08 02:00,431,2025-12-08 02:11,2025-12-08 10:01,true,39,material_delay,ENG-TI-C,,clear,monsoon,true
BLK-2025-01430,ENR-MJR-DN,SNT-2025-00878,SNT,,2025-12-08 01:45,47,2025-12-08 01:45,57,2025-12-08 01:43,2025-12-08 02:37,true,-3,none,SNT-MAS-B,,rain,monsoon,false
BLK-2026-01431,CJ-TMLP-SINGLE,ENG-2026-04666,ENG,,2026-07-24 13:30,69,2026-07-24 13:15,88,2026-07-24 13:20,2026-07-24 14:39,true,-9,none,ENG-ABU-B,,clear,normal,false
BLK-2026-01432,ENR-MJR-UP,TRD-2026-01383,TRD,,2026-01-24 01:45,99,2026-01-24 01:45,118,2026-01-24 01:53,2026-01-24 03:22,true,-29,none,TRD-ENR-A,OHE-TC-05,clear,normal,false
BLK-2026-01433,BBQ-TNP-UP,ENG-2026-04938;ENG-2025-05016;ENG-2026-05136,ENG,MG-2026-0192,2026-02-24 03:00,319,2026-02-24 02:45,403,2026-02-24 02:39,2026-02-24 08:49,true,-33,none,ENG-MAS-C,,clear,normal,true
BLK-2025-01434,ENR-MJR-UP,SNT-2025-01219,SNT,,2025-11-08 00:30,35,2025-11-08 00:45,44,2025-11-08 00:53,2025-11-08 01:29,true,-8,none,SNT-MAS-A,,rain,monsoon,false
BLK-2025-01435,TI-TRL-DN_SUB,SNT-2025-00683,SNT,,2025-09-16 03:15,44,2025-09-16 03:30,53,2025-09-16 03:43,2025-09-16 04:24,true,-12,none,SNT-PER-A,,clear,normal,false
BLK-2026-01436,TNP-ENR-DN,ENG-2026-04061,ENG,,2026-08-29 13:15,418,2026-08-29 13:15,521,2026-08-29 13:22,2026-08-29 19:24,true,-159,none,ENG-MS-C,,clear,normal,false
BLK-2026-01437,PER-ABU-DN,TRD-2025-01049;TRD-2026-01137;ENG-2026-04989,ENG;TRD,MG-2026-0193,2026-08-26 02:30,152,2026-08-26 02:30,184,2026-08-26 02:40,2026-08-26 05:46,true,2,none,TRD-ENR-C,OHE-TC-06,clear,normal,true
BLK-2025-01438,TI-TRL-UP_SUB,TRD-2025-01698,TRD,,2025-09-24 01:15,279,2025-09-24 01:15,324,,,false,,,TRD-CGL-B,OHE-TC-08,clear,normal,false
BLK-2026-01439,MAS-BBQ-UP_SUB,SNT-2026-01259;ENG-2026-05237;ENG-2026-05616,ENG;SNT,MG-2026-0194,2026-08-14 02:45,413,2026-08-14 03:00,495,2026-08-14 02:54,2026-08-14 11:45,true,36,crew_short,ENG-TI-C,,clear,normal,true
BLK-2026-01440,MJR-PON-UP,SNT-2026-00619,SNT,,2026-05-25 11:15,293,2026-05-25 11:30,355,2026-05-25 11:30,2026-05-25 16:22,true,-63,none,SNT-MSB-B,,clear,normal,false
BLK-2026-01441,TI-TRL-UP_SUB,ENG-2026-04202,ENG,,2026-03-30 10:00,99,2026-03-30 10:15,118,2026-03-30 10:29,2026-03-30 12:33,true,6,none,ENG-AVD-A,,clear,normal,false
BLK-2026-01442,BBQ-PER-UP_SUB,ENG-2026-05031,ENG,,2026-07-26 03:45,188,2026-07-26 03:45,237,2026-07-26 04:00,2026-07-26 07:53,true,-4,none,ENG-GI-B,TAMP-SR-03,rain,normal,false
BLK-2026-01443,PER-ABU-UP_SUB,SNT-2026-00941,SNT,,2026-07-10 01:30,123,2026-07-10 01:30,144,,,false,,,SNT-PER-B,,clear,normal,false
BLK-2026-01444,TRL-AJJ-DN,ENG-2026-05865,ENG,,2026-07-06 03:30,152,2026-07-06 03:30,177,2026-07-06 03:45,2026-07-06 05:50,true,-52,none,ENG-STM-C,USFD-SR-01,rain,normal,false
BLK-2025-01445,TRL-AJJ-DN_SUB,TRD-2025-01629,TRD,,2025-11-06 02:45,318,2025-11-06 02:45,386,,,false,,,TRD-TBM-B,OHE-TC-04,heavy_rain,monsoon,false
BLK-2026-01446,MSB-MS-UP_SUB,ENG-2026-04234,ENG,,2026-08-05 02:30,141,2026-08-05 02:45,165,2026-08-05 02:53,2026-08-05 05:37,true,-1,none,ENG-AJJ-A,,rain,normal,false
BLK-2026-01447,TMLP-TKO-SINGLE,ENG-2026-05073,ENG,,2026-08-01 03:15,285,2026-08-01 03:30,338,,,false,,,ENG-STM-B,TAMP-SR-03,clear,normal,false
BLK-2025-01448,ABU-AVD-UP,TRD-2025-01050,TRD,,2025-12-21 00:45,47,2025-12-21 00:45,60,2025-12-21 00:49,2025-12-21 01:43,true,-6,none,TRD-ENR-A,,clear,monsoon,false
BLK-2026-01449,WJ-CJ-SINGLE,TRD-2026-01409,TRD,,2026-07-31 00:00,160,2026-07-30 23:45,191,2026-07-31 00:04,2026-07-31 03:17,true,2,none,TRD-ENR-C,OHE-TC-06,clear,normal,false
BLK-2025-01450,MS-MBM-UP,TRD-2025-01608,TRD,,2025-12-21 01:30,189,2025-12-21 01:45,217,2025-12-21 02:01,2025-12-21 05:05,true,-33,none,TRD-MSB-B,OHE-TC-03,rain,monsoon,false
BLK-2026-01451,MJR-PON-UP,ENG-2026-04688,ENG,,2026-03-03 02:45,183,2026-03-03 02:45,223,,,false,,,ENG-MBM-B,RGM-SR-01,clear,normal,false
BLK-2026-01452,ABU-AVD-UP_SUB,SNT-2026-01131,SNT,,2026-03-29 00:00,242,2026-03-29 00:00,304,2026-03-29 00:13,2026-03-29 03:46,true,-91,none,SNT-AJJ-B,,clear,normal,false
BLK-2026-01453,MJR-PON-DN,ENG-2026-05610,ENG,,2026-01-29 13:00,125,2026-01-29 13:15,156,2026-01-29 13:15,2026-01-29 15:55,true,4,none,ENG-GPD-C,,clear,normal,false
BLK-2026-01454,TRL-AJJ-DN,ENG-2026-04134,ENG,,2026-02-28 01:15,400,2026-02-28 01:15,502,2026-02-28 01:25,2026-02-28 09:20,true,-27,none,ENG-MBM-A,,clear,normal,false
BLK-2026-01455,PER-ABU-UP_SUB,TRD-2026-01449;SNT-2026-01019;SNT-2026-01297,SNT;TRD,MG-2026-0195,2026-05-16 01:30,156,2026-05-16 01:30,196,2026-05-16 01:20,2026-05-16 04:59,true,23,material_delay,TRD-GPD-B,OHE-TC-07,clear,normal,true
