forecast_date,block_section_id,time_band,expected_rakes,confidence
2026-09-17,MAS-BBQ-DN,12-18,2,0.74
2026-09-17,MAS-BBQ-DN,18-24,2,0.86
2026-09-17,MAS-BBQ-UP,00-06,2,0.82
2026-09-17,MAS-BBQ-UP,06-12,1,0.67
2026-09-17,MAS-BBQ-UP,12-18,2,0.69
2026-09-17,MAS-BBQ-UP,18-24,3,0.78
2026-09-17,MJR-PON-DN,00-06,5,0.82
2026-09-17,MJR-PON-DN,06-12,2,0.65
2026-09-17,MJR-PON-DN,12-18,2,0.72
2026-09-17,MJR-PON-DN,18-24,3,0.79
2026-09-17,MJR-PON-UP,00-06,5,0.80
2026-09-17,MJR-PON-UP,06-12,1,0.63
2026-09-17,MJR-PON-UP,12-18,3,0.72
2026-09-17,MJR-PON-UP,18-24,4,0.86
2026-09-17,PER-ABU-DN,00-06,3,0.82
2026-09-17,PER-ABU-DN,06-12,1,0.69
2026-09-17,PER-ABU-DN,12-18,1,0.75
2026-09-17,PER-ABU-DN,18-24,3,0.82
2026-09-17,PER-ABU-UP,00-06,3,0.87
2026-09-17,PER-ABU-UP,06-12,1,0.70
2026-09-17,PER-ABU-UP,12-18,1,0.71
2026-09-17,PER-ABU-UP,18-24,2,0.87
2026-09-17,PON-GPD-DN,00-06,4,0.90
2026-09-17,PON-GPD-DN,06-12,1,0.69
2026-09-17,PON-GPD-DN,12-18,2,0.77
2026-09-17,PON-GPD-DN,18-24,4,0.82
2026-09-17,PON-GPD-UP,00-06,4,0.82
2026-09-17,PON-GPD-UP,06-12,1,0.65
2026-09-17,PON-GPD-UP,12-18,3,0.71
2026-09-17,PON-GPD-UP,18-24,3,0.81
2026-09-17,TI-TRL-DN,00-06,3,0.90
2026-09-17,TI-TRL-DN,06-12,1,0.70
2026-09-17,TI-TRL-DN,12-18,2,0.74
2026-09-17,TI-TRL-DN,18-24,3,0.79
2026-09-17,TI-TRL-UP,00-06,3,0.80
2026-09-17,TI-TRL-UP,06-12,1,0.67
2026-09-17,TI-TRL-UP,12-18,2,0.68
2026-09-17,TI-TRL-UP,18-24,3,0.87
2026-09-17,TNP-ENR-DN,00-06,8,0.83
2026-09-17,TNP-ENR-DN,06-12,2,0.66
2026-09-17,TNP-ENR-DN,12-18,4,0.71
2026-09-17,TNP-ENR-DN,18-24,5,0.80
2026-09-17,TNP-ENR-UP,00-06,8,0.88
2026-09-17,TNP-ENR-UP,06-12,3,0.61
2026-09-17,TNP-ENR-UP,12-18,4,0.74
2026-09-17,TNP-ENR-UP,18-24,6,0.83
2026-09-17,TRL-AJJ-DN,00-06,3,0.83
2026-09-17,TRL-AJJ-DN,06-12,1,0.68
2026-09-17,TRL-AJJ-DN,12-18,2,0.72
2026-09-17,TRL-AJJ-DN,18-24,3,0.86
2026-09-17,TRL-AJJ-UP,00-06,4,0.88
2026-09-17,TRL-AJJ-UP,06-12,1,0.70
2026-09-17,TRL-AJJ-UP,12-18,2,0.77
2026-09-17,TRL-AJJ-UP,18-24,3,0.83
2026-09-18,ABU-AVD-DN,00-06,2,0.82
2026-09-18,ABU-AVD-DN,06-12,1,0.65
2026-09-18,ABU-AVD-DN,12-18,2,0.76
2026-09-18,ABU-AVD-DN,18-24,3,0.79
2026-09-18,ABU-AVD-UP,00-06,3,0.83
2026-09-18,ABU-AVD-UP,06-12,1,0.64
2026-09-18,ABU-AVD-UP,12-18,2,0.74
2026-09-18,ABU-AVD-UP,18-24,3,0.82
2026-09-18,AVD-TI-DN,00-06,3,0.87
2026-09-18,AVD-TI-DN,06-12,1,0.61
2026-09-18,AVD-TI-DN,12-18,2,0.74
2026-09-18,AVD-TI-DN,18-24,3,0.78
2026-09-18,AVD-TI-UP,00-06,3,0.84
2026-09-18,AVD-TI-UP,06-12,1,0.66
2026-09-18,AVD-TI-UP,12-18,2,0.74
2026-09-18,AVD-TI-UP,18-24,3,0.79
2026-09-18,BBQ-PER-DN,00-06,2,0.81
2026-09-18,BBQ-PER-DN,06-12,1,0.69
2026-09-18,BBQ-PER-DN,12-18,2,0.76
2026-09-18,BBQ-PER-DN,18-24,3,0.84
2026-09-18,BBQ-PER-UP,00-06,3,0.85
2026-09-18,BBQ-PER-UP,06-12,1,0.61
2026-09-18,BBQ-PER-UP,12-18,1,0.71
2026-09-18,BBQ-PER-UP,18-24,3,0.82
2026-09-18,BBQ-TNP-DN,00-06,6,0.83
2026-09-18,BBQ-TNP-DN,06-12,2,0.63
2026-09-18,BBQ-TNP-DN,12-18,4,0.69
2026-09-18,BBQ-TNP-DN,18-24,6,0.81
2026-09-18,BBQ-TNP-UP,00-06,7,0.85
2026-09-18,BBQ-TNP-UP,06-12,3,0.65
2026-09-18,BBQ-TNP-UP,12-18,5,0.78
2026-09-18,BBQ-TNP-UP,18-24,5,0.82
2026-09-18,ENR-MJR-DN,00-06,9,0.90
2026-09-18,ENR-MJR-DN,06-12,2,0.63
2026-09-18,ENR-MJR-DN,12-18,4,0.70
2026-09-18,ENR-MJR-DN,18-24,6,0.85
2026-09-18,ENR-MJR-UP,00-06,8,0.82
2026-09-18,ENR-MJR-UP,06-12,3,0.61
2026-09-18,ENR-MJR-UP,12-18,5,0.70
2026-09-18,ENR-MJR-UP,18-24,5,0.87
2026-09-18,MAS-BBQ-DN,00-06,3,0.80
2026-09-18,MAS-BBQ-DN,06-12,1,0.69
2026-09-18,MAS-BBQ-DN,12-18,2,0.72
2026-09-18,MAS-BBQ-DN,18-24,3,0.78
2026-09-18,MAS-BBQ-UP,00-06,4,0.89
2026-09-18,MAS-BBQ-UP,06-12,1,0.67
2026-09-18,MAS-BBQ-UP,12-18,2,0.74
2026-09-18,MAS-BBQ-UP,18-24,3,0.81
2026-09-18,MJR-PON-DN,00-06,3,0.89
2026-09-18,MJR-PON-DN,06-12,2,0.68
2026-09-18,MJR-PON-DN,12-18,2,0.71
2026-09-18,MJR-PON-DN,18-24,4,0.86
2026-09-18,MJR-PON-UP,00-06,4,0.85
2026-09-18,MJR-PON-UP,06-12,1,0.61
2026-09-18,MJR-PON-UP,12-18,2,0.76
2026-09-18,MJR-PON-UP,18-24,4,0.87
2026-09-18,PER-ABU-DN,00-06,2,0.89
2026-09-18,PER-ABU-DN,06-12,1,0.66
2026-09-18,PER-ABU-DN,12-18,2,0.71
2026-09-18,PER-ABU-DN,18-24,2,0.85
2026-09-18,PER-ABU-UP,00-06,3,0.86
2026-09-18,PER-ABU-UP,06-12,1,0.70
2026-09-18,PER-ABU-UP,12-18,2,0.77
2026-09-18,PER-ABU-UP,18-24,3,0.85
2026-09-18,PON-GPD-DN,00-06,4,0.89
2026-09-18,PON-GPD-DN,06-12,2,0.68
2026-09-18,PON-GPD-DN,12-18,2,0.69
2026-09-18,PON-GPD-DN,18-24,4,0.83
2026-09-18,PON-GPD-UP,00-06,4,0.87
2026-09-18,PON-GPD-UP,06-12,1,0.70
2026-09-18,PON-GPD-UP,12-18,3,0.77
2026-09-18,PON-GPD-UP,18-24,3,0.81
2026-09-18,TI-TRL-DN,00-06,2,0.85
2026-09-18,TI-TRL-DN,06-12,1,0.69
2026-09-18,TI-TRL-DN,12-18,2,0.71
2026-09-18,TI-TRL-DN,18-24,3,0.80
2026-09-18,TI-TRL-UP,00-06,3,0.80
2026-09-18,TI-TRL-UP,06-12,1,0.62
2026-09-18,TI-TRL-UP,12-18,2,0.73
2026-09-18,TI-TRL-UP,18-24,2,0.77
2026-09-18,TNP-ENR-DN,00-06,7,0.83
2026-09-18,TNP-ENR-DN,06-12,2,0.70
2026-09-18,TNP-ENR-DN,12-18,4,0.76
2026-09-18,TNP-ENR-DN,18-24,5,0.82
2026-09-18,TNP-ENR-UP,00-06,7,0.86
2026-09-18,TNP-ENR-UP,06-12,2,0.63
2026-09-18,TNP-ENR-UP,12-18,5,0.70
2026-09-18,TNP-ENR-UP,18-24,5,0.81
2026-09-18,TRL-AJJ-DN,00-06,3,0.86
2026-09-18,TRL-AJJ-DN,06-12,1,0.66
2026-09-18,TRL-AJJ-DN,12-18,1,0.75
2026-09-18,TRL-AJJ-DN,18-24,3,0.79
2026-09-18,TRL-AJJ-UP,00-06,2,0.84
2026-09-18,TRL-AJJ-UP,06-12,1,0.62
2026-09-18,TRL-AJJ-UP,12-18,2,0.77
2026-09-18,TRL-AJJ-UP,18-24,2,0.87
2026-09-19,ABU-AVD-DN,00-06,3,0.89
2026-09-19,ABU-AVD-DN,06-12,1,0.63
2026-09-19,ABU-AVD-DN,12-18,1,0.75
2026-09-19,ABU-AVD-DN,18-24,2,0.82
2026-09-19,ABU-AVD-UP,00-06,3,0.90
2026-09-19,ABU-AVD-UP,06-12,1,0.66
2026-09-19,ABU-AVD-UP,12-18,1,0.70
2026-09-19,ABU-AVD-UP,18-24,3,0.78
2026-09-19,AVD-TI-DN,00-06,3,0.90
2026-09-19,AVD-TI-DN,06-12,1,0.70
2026-09-19,AVD-TI-DN,12-18,1,0.77
2026-09-19,AVD-TI-DN,18-24,3,0.82
2026-09-19,AVD-TI-UP,00-06,3,0.84
2026-09-19,AVD-TI-UP,06-12,1,0.70
2026-09-19,AVD-TI-UP,12-18,1,0.75
2026-09-19,AVD-TI-UP,18-24,2,0.81
2026-09-19,BBQ-PER-DN,00-06,2,0.88
2026-09-19,BBQ-PER-DN,06-12,1,0.67
2026-09-19,BBQ-PER-DN,12-18,2,0.70
2026-09-19,BBQ-PER-DN,18-24,2,0.85
2026-09-19,BBQ-PER-UP,00-06,2,0.86
2026-09-19,BBQ-PER-UP,06-12,1,0.70
2026-09-19,BBQ-PER-UP,12-18,2,0.77
2026-09-19,BBQ-PER-UP,18-24,3,0.85
2026-09-19,BBQ-TNP-DN,00-06,6,0.89
2026-09-19,BBQ-TNP-DN,06-12,2,0.63
2026-09-19,BBQ-TNP-DN,12-18,3,0.73
2026-09-19,BBQ-TNP-DN,18-24,5,0.84
2026-09-19,BBQ-TNP-UP,00-06,6,0.83
2026-09-19,BBQ-TNP-UP,06-12,2,0.63
2026-09-19,BBQ-TNP-UP,12-18,3,0.77
2026-09-19,BBQ-TNP-UP,18-24,6,0.83
2026-09-19,ENR-MJR-DN,00-06,6,0.87
2026-09-19,ENR-MJR-DN,06-12,2,0.69
2026-09-19,ENR-MJR-DN,12-18,3,0.71
2026-09-19,ENR-MJR-DN,18-24,5,0.79
2026-09-19,ENR-MJR-UP,00-06,5,0.80
2026-09-19,ENR-MJR-UP,06-12,2,0.62
2026-09-19,ENR-MJR-UP,12-18,3,0.75
2026-09-19,ENR-MJR-UP,18-24,6,0.81
2026-09-19,MAS-BBQ-DN,00-06,2,0.80
2026-09-19,MAS-BBQ-DN,06-12,1,0.62
2026-09-19,MAS-BBQ-DN,12-18,2,0.77
2026-09-19,MAS-BBQ-DN,18-24,2,0.86
2026-09-19,MAS-BBQ-UP,00-06,3,0.87
2026-09-19,MAS-BBQ-UP,06-12,1,0.69
2026-09-19,MAS-BBQ-UP,12-18,1,0.74
2026-09-19,MAS-BBQ-UP,18-24,2,0.86
2026-09-19,MJR-PON-DN,00-06,3,0.88
2026-09-19,MJR-PON-DN,06-12,1,0.65
2026-09-19,MJR-PON-DN,12-18,2,0.75
2026-09-19,MJR-PON-DN,18-24,4,0.80
2026-09-19,MJR-PON-UP,00-06,3,0.84
2026-09-19,MJR-PON-UP,06-12,1,0.66
2026-09-19,MJR-PON-UP,12-18,2,0.75
2026-09-19,MJR-PON-UP,18-24,4,0.79
2026-09-19,PER-ABU-DN,00-06,3,0.88
2026-09-19,PER-ABU-DN,06-12,1,0.70
2026-09-19,PER-ABU-DN,12-18,1,0.77
2026-09-19,PER-ABU-DN,18-24,2,0.84
2026-09-19,PER-ABU-UP,00-06,3,0.88
2026-09-19,PER-ABU-UP,06-12,1,0.66
2026-09-19,PER-ABU-UP,12-18,1,0.77
2026-09-19,PER-ABU-UP,18-24,2,0.78
2026-09-19,PON-GPD-DN,00-06,3,0.88
2026-09-19,PON-GPD-DN,06-12,1,0.65
2026-09-19,PON-GPD-DN,12-18,2,0.69
2026-09-19,PON-GPD-DN,18-24,4,0.78
2026-09-19,PON-GPD-UP,00-06,3,0.82
2026-09-19,PON-GPD-UP,06-12,1,0.70
2026-09-19,PON-GPD-UP,12-18,2,0.77
2026-09-19,PON-GPD-UP,18-24,2,0.82
2026-09-19,TI-TRL-DN,00-06,2,0.86
2026-09-19,TI-TRL-DN,06-12,1,0.64
2026-09-19,TI-TRL-DN,12-18,2,0.72
2026-09-19,TI-TRL-DN,18-24,2,0.86
2026-09-19,TI-TRL-UP,00-06,3,0.89
2026-09-19,TI-TRL-UP,06-12,1,0.61
2026-09-19,TI-TRL-UP,12-18,2,0.68
2026-09-19,TI-TRL-UP,18-24,2,0.83
2026-09-19,TNP-ENR-DN,00-06,5,0.80
2026-09-19,TNP-ENR-DN,06-12,2,0.61
2026-09-19,TNP-ENR-DN,12-18,4,0.73
2026-09-19,TNP-ENR-DN,18-24,6,0.86
2026-09-19,TNP-ENR-UP,00-06,5,0.83
2026-09-19,TNP-ENR-UP,06-12,2,0.62
2026-09-19,TNP-ENR-UP,12-18,3,0.71
2026-09-19,TNP-ENR-UP,18-24,5,0.78
2026-09-19,TRL-AJJ-DN,00-06,2,0.86
2026-09-19,TRL-AJJ-DN,06-12,1,0.63
2026-09-19,TRL-AJJ-DN,12-18,2,0.68
2026-09-19,TRL-AJJ-DN,18-24,2,0.85
2026-09-19,TRL-AJJ-UP,00-06,2,0.81
2026-09-19,TRL-AJJ-UP,06-12,1,0.61
2026-09-19,TRL-AJJ-UP,12-18,1,0.74
2026-09-19,TRL-AJJ-UP,18-24,2,0.84
2026-09-20,ABU-AVD-DN,00-06,2,0.82
2026-09-20,ABU-AVD-DN,06-12,1,0.61
2026-09-20,ABU-AVD-DN,12-18,2,0.76
2026-09-20,ABU-AVD-DN,18-24,2,0.87
2026-09-20,ABU-AVD-UP,00-06,2,0.90
2026-09-20,ABU-AVD-UP,06-12,1,0.70
2026-09-20,ABU-AVD-UP,12-18,2,0.70
2026-09-20,ABU-AVD-UP,18-24,3,0.84
2026-09-20,AVD-TI-DN,00-06,3,0.86
2026-09-20,AVD-TI-DN,06-12,1,0.68
2026-09-20,AVD-TI-DN,12-18,1,0.76
2026-09-20,AVD-TI-DN,18-24,3,0.82
2026-09-20,AVD-TI-UP,00-06,2,0.86
2026-09-20,AVD-TI-UP,06-12,1,0.64
2026-09-20,AVD-TI-UP,12-18,1,0.75
2026-09-20,AVD-TI-UP,18-24,2,0.87
2026-09-20,BBQ-PER-DN,00-06,2,0.84
2026-09-20,BBQ-PER-DN,06-12,1,0.65
2026-09-20,BBQ-PER-DN,12-18,2,0.70
2026-09-20,BBQ-PER-DN,18-24,3,0.79
2026-09-20,BBQ-PER-UP,00-06,3,0.81
2026-09-20,BBQ-PER-UP,06-12,1,0.67
2026-09-20,BBQ-PER-UP,12-18,1,0.75
2026-09-20,BBQ-PER-UP,18-24,2,0.78
2026-09-20,BBQ-TNP-DN,00-06,6,0.89
2026-09-20,BBQ-TNP-DN,06-12,2,0.61
2026-09-20,BBQ-TNP-DN,12-18,4,0.70
2026-09-20,BBQ-TNP-DN,18-24,6,0.79
2026-09-20,BBQ-TNP-UP,00-06,5,0.88
2026-09-20,BBQ-TNP-UP,06-12,2,0.68
2026-09-20,BBQ-TNP-UP,12-18,3,0.75
2026-09-20,BBQ-TNP-UP,18-24,5,0.80
2026-09-20,ENR-MJR-DN,00-06,6,0.85
2026-09-20,ENR-MJR-DN,06-12,2,0.69
2026-09-20,ENR-MJR-DN,12-18,4,0.69
2026-09-20,ENR-MJR-DN,18-24,5,0.79
2026-09-20,ENR-MJR-UP,00-06,5,0.86
2026-09-20,ENR-MJR-UP,06-12,2,0.63
2026-09-20,ENR-MJR-UP,12-18,4,0.70
2026-09-20,ENR-MJR-UP,18-24,6,0.84
2026-09-20,MAS-BBQ-DN,00-06,3,0.83
2026-09-20,MAS-BBQ-DN,06-12,1,0.65
2026-09-20,MAS-BBQ-DN,12-18,2,0.69
2026-09-20,MAS-BBQ-DN,18-24,2,0.80
2026-09-20,MAS-BBQ-UP,00-06,2,0.89
2026-09-20,MAS-BBQ-UP,06-12,1,0.68
2026-09-20,MAS-BBQ-UP,12-18,2,0.72
2026-09-20,MAS-BBQ-UP,18-24,2,0.84
2026-09-20,MJR-PON-DN,00-06,4,0.83
2026-09-20,MJR-PON-DN,06-12,1,0.67
2026-09-20,MJR-PON-DN,12-18,2,0.75
2026-09-20,MJR-PON-DN,18-24,3,0.81
2026-09-20,MJR-PON-UP,00-06,4,0.84
2026-09-20,MJR-PON-UP,06-12,1,0.61
2026-09-20,MJR-PON-UP,12-18,2,0.70
2026-09-20,MJR-PON-UP,18-24,3,0.80
2026-09-20,PER-ABU-DN,00-06,2,0.85
2026-09-20,PER-ABU-DN,06-12,1,0.61
2026-09-20,PER-ABU-DN,12-18,1,0.77
2026-09-20,PER-ABU-DN,18-24,2,0.79
2026-09-20,PER-ABU-UP,00-06,2,0.82
2026-09-20,PER-ABU-UP,06-12,1,0.70
2026-09-20,PER-ABU-UP,12-18,1,0.71
2026-09-20,PER-ABU-UP,18-24,3,0.87
2026-09-20,PON-GPD-DN,00-06,4,0.84
2026-09-20,PON-GPD-DN,06-12,1,0.66
2026-09-20,PON-GPD-DN,12-18,2,0.72
2026-09-20,PON-GPD-DN,18-24,3,0.86
2026-09-20,PON-GPD-UP,00-06,3,0.90
2026-09-20,PON-GPD-UP,06-12,1,0.68
2026-09-20,PON-GPD-UP,12-18,2,0.70
2026-09-20,PON-GPD-UP,18-24,3,0.84
2026-09-20,TI-TRL-DN,00-06,2,0.85
2026-09-20,TI-TRL-DN,06-12,1,0.61
2026-09-20,TI-TRL-DN,12-18,2,0.72
2026-09-20,TI-TRL-DN,18-24,2,0.82
2026-09-20,TI-TRL-UP,00-06,3,0.88
2026-09-20,TI-TRL-UP,06-12,1,0.67
2026-09-20,TI-TRL-UP,12-18,1,0.71
2026-09-20,TI-TRL-UP,18-24,2,0.79
2026-09-20,TNP-ENR-DN,00-06,5,0.87
2026-09-20,TNP-ENR-DN,06-12,2,0.62
2026-09-20,TNP-ENR-DN,12-18,4,0.68
2026-09-20,TNP-ENR-DN,18-24,5,0.81
2026-09-20,TNP-ENR-UP,00-06,7,0.89
2026-09-20,TNP-ENR-UP,06-12,2,0.64
2026-09-20,TNP-ENR-UP,12-18,4,0.71
2026-09-20,TNP-ENR-UP,18-24,4,0.78
2026-09-20,TRL-AJJ-DN,00-06,2,0.90
2026-09-20,TRL-AJJ-DN,06-12,1,0.69
2026-09-20,TRL-AJJ-DN,12-18,2,0.71
2026-09-20,TRL-AJJ-DN,18-24,3,0.86
2026-09-20,TRL-AJJ-UP,00-06,3,0.88
2026-09-20,TRL-AJJ-UP,06-12,1,0.63
2026-09-20,TRL-AJJ-UP,12-18,1,0.71
2026-09-20,TRL-AJJ-UP,18-24,2,0.81
