asset_id,asset_type,department,block_section_id,station_code,km,criticality_class,install_date,last_overhaul_date,cumulative_tonnage_gmt,failure_count_12m
SG-MASBBQ-01,signal,SNT,MAS-BBQ-DN,,0.17,A,2014-05-10,2025-02-12,,1
SL-MASBBQ-01,sleeper,ENG,MAS-BBQ-DN,,1.68,B,1989-10-05,2009-03-07,1861.2,4
TC-MASBBQ-01,track_circuit,SNT,MAS-BBQ-DN,,0.88,B,2021-01-17,,193.8,0
OHE-MASBBQ-02,OHE_span,TRD,MAS-BBQ-DN_SUB,,1.33,A,2000-02-15,2025-10-01,,1
AC-MASBBQ-02,axle_counter,SNT,MAS-BBQ-DN_SUB,,1.06,A,2020-01-29,2025-11-15,352.6,2
BL-MASBBQ-02,ballast,ENG,MAS-BBQ-DN_SUB,,1.56,B,2025-06-25,,89.2,0
CW-MASBBQ-02,contact_wire,TRD,MAS-BBQ-DN_SUB,,1.36,A,2012-09-02,2026-06-24,,2
INS-MASBBQ-02,insulator,TRD,MAS-BBQ-DN_SUB,,1.35,A,2021-12-15,,,0
MST-MASBBQ-02,mast,TRD,MAS-BBQ-DN_SUB,,1.52,A,1987-11-12,2014-04-13,,1
RL-MASBBQ-02,rail,ENG,MAS-BBQ-DN_SUB,,0.40,A,2010-04-27,2024-01-06,58.6,1
SG-MASBBQ-02,signal,SNT,MAS-BBQ-DN_SUB,,1.38,A,2014-07-06,2026-06-22,,0
SL-MASBBQ-02,sleeper,ENG,MAS-BBQ-DN_SUB,,0.40,A,1998-12-27,2016-03-20,777.1,1
TC-MASBBQ-02,track_circuit,SNT,MAS-BBQ-DN_SUB,,0.18,A,2014-08-14,2024-01-19,170.9,1
OHE-MASBBQ-03,OHE_span,TRD,MAS-BBQ-UP,,0.39,B,2004-09-19,2025-01-17,,1
AC-MASBBQ-03,axle_counter,SNT,MAS-BBQ-UP,,1.40,C,2015-09-20,2020-11-04,272.0,2
BL-MASBBQ-03,ballast,ENG,MAS-BBQ-UP,,1.03,C,2019-03-02,2025-09-03,512.5,0
CW-MASBBQ-03,contact_wire,TRD,MAS-BBQ-UP,,0.56,B,2003-07-14,2018-06-19,,0
INS-MASBBQ-03,insulator,TRD,MAS-BBQ-UP,,0.42,C,2024-10-28,,,0
MST-MASBBQ-03,mast,TRD,MAS-BBQ-UP,,0.05,B,1988-06-02,2022-09-21,,0
RL-MASBBQ-03,rail,ENG,MAS-BBQ-UP,,1.53,B,2008-11-26,2019-12-11,818.6,3
SG-MASBBQ-03,signal,SNT,MAS-BBQ-UP,,0.74,B,2025-02-16,,,0
SL-MASBBQ-03,sleeper,ENG,MAS-BBQ-UP,,1.58,B,1999-08-12,2019-01-06,1524.3,5
TC-MASBBQ-03,track_circuit,SNT,MAS-BBQ-UP,,1.27,B,2020-08-16,2025-12-18,717.2,1
OHE-MASBBQ-04,OHE_span,TRD,MAS-BBQ-UP_SUB,,0.66,A,2023-10-06,,,0
AC-MASBBQ-04,axle_counter,SNT,MAS-BBQ-UP_SUB,,1.64,A,2020-02-21,,187.9,0
BL-MASBBQ-04,ballast,ENG,MAS-BBQ-UP_SUB,,0.65,A,2021-08-26,,190.1,0
CW-MASBBQ-04,contact_wire,TRD,MAS-BBQ-UP_SUB,,1.73,A,2007-03-10,2024-06-02,,0
INS-MASBBQ-04,insulator,TRD,MAS-BBQ-UP_SUB,,1.05,A,2024-04-23,,,0
MST-MASBBQ-04,mast,TRD,MAS-BBQ-UP_SUB,,1.23,A,2002-06-28,,,3
RL-MASBBQ-04,rail,ENG,MAS-BBQ-UP_SUB,,0.33,A,2012-12-01,2021-09-15,603.3,2
SG-MASBBQ-04,signal,SNT,MAS-BBQ-UP_SUB,,0.85,A,2025-12-26,,,2
SL-MASBBQ-04,sleeper,ENG,MAS-BBQ-UP_SUB,,0.24,A,2020-04-13,,761.9,1
TC-MASBBQ-04,track_circuit,SNT,MAS-BBQ-UP_SUB,,0.09,B,2022-04-10,,278.4,0
OHE-MBMGI-01,OHE_span,TRD,MBM-GI-DN,,11.85,C,2009-12-19,,,2
OHE-MBMGI-02,OHE_span,TRD,MBM-GI-DN,,11.79,C,2015-07-13,,,1
AC-MBMGI-01,axle_counter,SNT,MBM-GI-DN,,13.56,B,2017-09-02,2024-07-31,277.9,2
BL-MBMGI-01,ballast,ENG,MBM-GI-DN,,11.66,C,2020-10-29,,187.0,0
CW-MBMGI-01,contact_wire,TRD,MBM-GI-DN,,13.53,A,2009-04-01,2024-05-24,,1
INS-MBMGI-01,insulator,TRD,MBM-GI-DN,,14.57,C,2017-03-30,2025-04-09,,0
MST-MBMGI-01,mast,TRD,MBM-GI-DN,,12.60,C,1987-02-19,2017-04-23,,1
RL-MBMGI-01,rail,ENG,MBM-GI-DN,,12.17,B,2008-03-18,2018-12-08,471.1,0
RL-MBMGI-02,rail,ENG,MBM-GI-DN,,13.44,B,2016-12-20,2025-11-25,394.4,0
SG-MBMGI-01,signal,SNT,MBM-GI-DN,,14.92,C,2017-07-24,,,0
SL-MBMGI-01,sleeper,ENG,MBM-GI-DN,,13.61,C,2014-06-16,,573.3,1
TC-MBMGI-01,track_circuit,SNT,MBM-GI-DN,,14.30,C,2024-02-12,,146.4,0
OHE-MBMGI-03,OHE_span,TRD,MBM-GI-DN_SUB,,11.46,A,1993-10-22,2018-10-23,,1
OHE-MBMGI-04,OHE_span,TRD,MBM-GI-DN_SUB,,11.58,A,2016-12-30,,,0
AC-MBMGI-02,axle_counter,SNT,MBM-GI-DN_SUB,,14.39,A,2015-03-14,2026-05-19,182.2,2
BL-MBMGI-02,ballast,ENG,MBM-GI-DN_SUB,,14.57,A,2025-07-06,,125.2,0
CW-MBMGI-02,contact_wire,TRD,MBM-GI-DN_SUB,,12.07,A,2015-11-09,,,1
INS-MBMGI-02,insulator,TRD,MBM-GI-DN_SUB,,13.47,A,2020-08-20,,,0
MST-MBMGI-02,mast,TRD,MBM-GI-DN_SUB,,14.51,A,2016-02-04,,,0
RL-MBMGI-03,rail,ENG,MBM-GI-DN_SUB,,11.88,A,2024-07-20,,375.5,1
RL-MBMGI-04,rail,ENG,MBM-GI-DN_SUB,,11.69,A,2014-05-09,2023-08-31,216.7,1
SG-MBMGI-02,signal,SNT,MBM-GI-DN_SUB,,13.93,A,2025-06-05,,,1
SL-MBMGI-02,sleeper,ENG,MBM-GI-DN_SUB,,12.10,B,2014-07-08,,904.5,1
TC-MBMGI-02,track_circuit,SNT,MBM-GI-DN_SUB,,13.51,A,2021-01-02,2026-05-28,243.8,1
OHE-MBMGI-05,OHE_span,TRD,MBM-GI-UP,,13.87,C,1999-07-12,2022-05-11,,0
OHE-MBMGI-06,OHE_span,TRD,MBM-GI-UP,,12.15,C,2017-11-25,,,0
AC-MBMGI-03,axle_counter,SNT,MBM-GI-UP,,13.14,C,2021-04-23,,43.7,2
BL-MBMGI-03,ballast,ENG,MBM-GI-UP,,11.41,C,2015-11-16,2025-12-30,143.5,0
CW-MBMGI-03,contact_wire,TRD,MBM-GI-UP,,14.40,B,2025-06-04,,,0
INS-MBMGI-03,insulator,TRD,MBM-GI-UP,,13.08,B,2018-09-23,,,1
MST-MBMGI-03,mast,TRD,MBM-GI-UP,,12.99,C,2017-05-24,,,0
RL-MBMGI-05,rail,ENG,MBM-GI-UP,,13.02,C,2008-07-06,2024-07-25,49.7,1
RL-MBMGI-06,rail,ENG,MBM-GI-UP,,12.26,B,2013-11-28,,168.9,2
SG-MBMGI-03,signal,SNT,MBM-GI-UP,,14.50,B,2018-07-08,,,1
SL-MBMGI-03,sleeper,ENG,MBM-GI-UP,,12.62,C,2012-04-08,,153.4,1
TC-MBMGI-03,track_circuit,SNT,MBM-GI-UP,,12.68,C,2013-01-02,2023-10-06,193.7,1
OHE-MBMGI-07,OHE_span,TRD,MBM-GI-UP_SUB,,13.13,A,2024-10-26,,,0
OHE-MBMGI-08,OHE_span,TRD,MBM-GI-UP_SUB,,12.56,A,2013-05-10,,,1
AC-MBMGI-04,axle_counter,SNT,MBM-GI-UP_SUB,,13.13,A,2015-05-19,2023-08-01,274.8,0
BL-MBMGI-04,ballast,ENG,MBM-GI-UP_SUB,,12.41,A,2023-09-02,,193.4,2
CW-MBMGI-04,contact_wire,TRD,MBM-GI-UP_SUB,,13.76,A,2017-04-06,,,0
INS-MBMGI-04,insulator,TRD,MBM-GI-UP_SUB,,13.60,A,2018-05-08,2026-05-24,,3
MST-MBMGI-04,mast,TRD,MBM-GI-UP_SUB,,12.18,A,2025-06-08,,,0
RL-MBMGI-07,rail,ENG,MBM-GI-UP_SUB,,14.01,A,2013-05-30,2025-08-08,496.4,1
RL-MBMGI-08,rail,ENG,MBM-GI-UP_SUB,,14.47,A,2007-10-24,2025-05-02,52.5,1
SG-MBMGI-04,signal,SNT,MBM-GI-UP_SUB,,14.46,A,2025-11-14,,,0
SL-MBMGI-04,sleeper,ENG,MBM-GI-UP_SUB,,11.60,A,2020-06-18,,844.1,3
TC-MBMGI-04,track_circuit,SNT,MBM-GI-UP_SUB,,14.86,B,2025-03-03,,273.6,0
OHE-MJRPON-01,OHE_span,TRD,MJR-PON-DN,,32.30,C,2022-04-15,,,0
OHE-MJRPON-02,OHE_span,TRD,MJR-PON-DN,,28.81,C,1999-03-21,2025-03-12,,1
OHE-MJRPON-03,OHE_span,TRD,MJR-PON-DN,,33.33,C,2013-05-20,,,0
OHE-MJRPON-04,OHE_span,TRD,MJR-PON-DN,,29.04,C,1998-08-27,2018-12-20,,1
AC-MJRPON-01,axle_counter,SNT,MJR-PON-DN,,32.03,C,2015-11-10,2025-08-21,96.0,0
AC-MJRPON-02,axle_counter,SNT,MJR-PON-DN,,29.40,C,2024-09-20,,422.4,1
BL-MJRPON-01,ballast,ENG,MJR-PON-DN,,31.28,C,2023-07-24,,314.2,1
BL-MJRPON-02,ballast,ENG,MJR-PON-DN,,29.31,C,2016-11-08,2020-12-14,237.3,0
BL-MJRPON-03,ballast,ENG,MJR-PON-DN,,29.96,C,2025-11-05,,372.4,1
CW-MJRPON-01,contact_wire,TRD,MJR-PON-DN,,31.58,C,2011-05-05,2025-05-14,,1
CW-MJRPON-02,contact_wire,TRD,MJR-PON-DN,,29.81,B,2025-05-13,,,0
CW-MJRPON-03,contact_wire,TRD,MJR-PON-DN,,34.21,C,2007-05-04,2025-10-07,,2
INS-MJRPON-01,insulator,TRD,MJR-PON-DN,,31.42,C,2020-08-31,,,0
INS-MJRPON-02,insulator,TRD,MJR-PON-DN,,32.04,C,2021-08-16,,,0
MST-MJRPON-01,mast,TRD,MJR-PON-DN,,29.57,C,2025-01-30,,,0
MST-MJRPON-02,mast,TRD,MJR-PON-DN,,30.61,C,2013-02-17,,,0
MST-MJRPON-03,mast,TRD,MJR-PON-DN,,28.86,C,2001-10-22,2026-05-12,,0
MST-MJRPON-04,mast,TRD,MJR-PON-DN,,30.26,C,2024-10-02,,,0
RL-MJRPON-01,rail,ENG,MJR-PON-DN,,33.52,B,2021-12-20,,928.2,1
RL-MJRPON-02,rail,ENG,MJR-PON-DN,,27.24,C,2010-07-18,2024-06-22,65.6,0
RL-MJRPON-03,rail,ENG,MJR-PON-DN,,34.34,B,2005-11-15,2017-11-21,585.1,0
RL-MJRPON-04,rail,ENG,MJR-PON-DN,,28.47,C,2021-10-03,,148.2,1
RL-MJRPON-05,rail,ENG,MJR-PON-DN,,26.53,B,2016-09-23,2025-08-19,285.2,0
RL-MJRPON-06,rail,ENG,MJR-PON-DN,,29.30,C,2004-06-08,2016-11-21,800.2,2
SG-MJRPON-01,signal,SNT,MJR-PON-DN,,28.71,C,2021-01-12,,,1
SG-MJRPON-02,signal,SNT,MJR-PON-DN,,33.12,B,2011-04-18,2024-05-16,,1
SG-MJRPON-03,signal,SNT,MJR-PON-DN,,29.93,C,2009-05-23,2026-05-18,,0
SL-MJRPON-01,sleeper,ENG,MJR-PON-DN,,32.43,C,1992-02-15,2025-09-20,648.3,3
SL-MJRPON-02,sleeper,ENG,MJR-PON-DN,,32.05,C,2006-01-10,2024-08-07,912.8,1
SL-MJRPON-03,sleeper,ENG,MJR-PON-DN,,30.37,C,2019-01-31,,1263.8,1
TC-MJRPON-01,track_circuit,SNT,MJR-PON-DN,,33.95,C,2025-09-25,,157.8,0
TC-MJRPON-02,track_circuit,SNT,MJR-PON-DN,,27.54,C,2024-09-29,,244.8,0
TC-MJRPON-03,track_circuit,SNT,MJR-PON-DN,,27.59,C,2025-07-27,,278.8,0
TC-MJRPON-04,track_circuit,SNT,MJR-PON-DN,,33.78,C,2017-06-04,2023-12-14,470.4,0
OHE-MJRPON-05,OHE_span,TRD,MJR-PON-UP,,27.11,C,2021-11-14,,,0
OHE-MJRPON-06,OHE_span,TRD,MJR-PON-UP,,29.98,C,2005-07-26,2025-09-14,,0
OHE-MJRPON-07,OHE_span,TRD,MJR-PON-UP,,30.35,C,2025-03-26,,,0
OHE-MJRPON-08,OHE_span,TRD,MJR-PON-UP,,27.48,C,1995-08-01,2022-07-17,,1
AC-MJRPON-03,axle_counter,SNT,MJR-PON-UP,,27.28,C,2013-12-23,2024-03-28,86.5,0
AC-MJRPON-04,axle_counter,SNT,MJR-PON-UP,,28.00,C,2016-02-12,2023-09-04,333.7,1
BL-MJRPON-04,ballast,ENG,MJR-PON-UP,,34.23,C,2017-02-02,2022-05-06,326.9,1
BL-MJRPON-05,ballast,ENG,MJR-PON-UP,,27.23,C,2020-10-07,2025-06-04,416.0,1
BL-MJRPON-06,ballast,ENG,MJR-PON-UP,,28.45,C,2016-12-15,2023-09-05,299.3,3
CW-MJRPON-04,contact_wire,TRD,MJR-PON-UP,,26.50,C,2003-11-14,2025-07-28,,2
CW-MJRPON-05,contact_wire,TRD,MJR-PON-UP,,26.97,B,2010-10-28,2026-05-27,,1
CW-MJRPON-06,contact_wire,TRD,MJR-PON-UP,,28.94,B,2014-12-23,,,0
INS-MJRPON-03,insulator,TRD,MJR-PON-UP,,31.57,C,2014-05-15,2023-08-29,,0
INS-MJRPON-04,insulator,TRD,MJR-PON-UP,,30.87,C,2023-11-06,,,0
MST-MJRPON-05,mast,TRD,MJR-PON-UP,,29.36,C,1997-07-19,2026-06-13,,2
MST-MJRPON-06,mast,TRD,MJR-PON-UP,,30.15,C,2011-10-04,,,0
MST-MJRPON-07,mast,TRD,MJR-PON-UP,,28.04,C,1986-03-08,2014-05-10,,1
MST-MJRPON-08,mast,TRD,MJR-PON-UP,,28.33,C,1996-01-05,2024-05-16,,2
RL-MJRPON-07,rail,ENG,MJR-PON-UP,,34.25,C,2023-01-16,,677.8,0
RL-MJRPON-08,rail,ENG,MJR-PON-UP,,28.08,C,2003-08-01,2022-12-10,991.8,2
RL-MJRPON-09,rail,ENG,MJR-PON-UP,,28.27,C,2023-11-09,,502.1,2
RL-MJRPON-10,rail,ENG,MJR-PON-UP,,29.95,B,2014-08-04,,123.8,1
RL-MJRPON-11,rail,ENG,MJR-PON-UP,,28.91,B,2010-10-27,2022-08-09,640.7,0
RL-MJRPON-12,rail,ENG,MJR-PON-UP,,32.34,B,2015-01-10,2025-07-15,298.2,2
SG-MJRPON-04,signal,SNT,MJR-PON-UP,,32.18,C,2008-01-06,2020-03-08,,0
SG-MJRPON-05,signal,SNT,MJR-PON-UP,,26.24,B,2008-12-01,2020-12-06,,0
SG-MJRPON-06,signal,SNT,MJR-PON-UP,,28.78,C,2019-11-02,,,0
SL-MJRPON-04,sleeper,ENG,MJR-PON-UP,,29.91,C,1995-11-14,2015-10-03,717.3,3
SL-MJRPON-05,sleeper,ENG,MJR-PON-UP,,31.64,C,1992-01-01,2024-11-01,360.0,1
SL-MJRPON-06,sleeper,ENG,MJR-PON-UP,,27.15,C,2018-12-29,,725.3,0
TC-MJRPON-05,track_circuit,SNT,MJR-PON-UP,,30.81,C,2021-10-30,,82.8,0
TC-MJRPON-06,track_circuit,SNT,MJR-PON-UP,,28.89,C,2013-12-20,2019-11-10,374.9,0
TC-MJRPON-07,track_circuit,SNT,MJR-PON-UP,,26.89,C,2023-11-03,,593.9,2
TC-MJRPON-08,track_circuit,SNT,MJR-PON-UP,,26.26,C,2020-12-06,,38.9,0
OHE-MSMBM-01,OHE_span,TRD,MS-MBM-DN,,6.61,B,2019-07-21,,,1
OHE-MSMBM-02,OHE_span,TRD,MS-MBM-DN,,10.42,C,2000-03-02,2026-02-08,,0
OHE-MSMBM-03,OHE_span,TRD,MS-MBM-DN,,5.45,C,2006-06-19,2025-12-21,,0
OHE-MSMBM-04,OHE_span,TRD,MS-MBM-DN,,5.35,C,2009-03-28,,,1
AC-MSMBM-01,axle_counter,SNT,MS-MBM-DN,,9.58,C,2023-06-11,,207.9,0
BL-MSMBM-01,ballast,ENG,MS-MBM-DN,,4.45,B,2023-02-23,,101.3,0
BL-MSMBM-02,ballast,ENG,MS-MBM-DN,,10.48,B,2022-07-26,,94.4,0
CW-MSMBM-01,contact_wire,TRD,MS-MBM-DN,,6.27,B,2005-09-28,2025-06-02,,0
CW-MSMBM-02,contact_wire,TRD,MS-MBM-DN,,10.96,B,2004-05-10,2021-09-15,,2
INS-MSMBM-01,insulator,TRD,MS-MBM-DN,,9.33,C,2021-05-10,,,0
INS-MSMBM-02,insulator,TRD,MS-MBM-DN,,5.67,B,2022-05-26,,,1
MST-MSMBM-01,mast,TRD,MS-MBM-DN,,4.84,B,1989-07-16,2015-12-01,,1
MST-MSMBM-02,mast,TRD,MS-MBM-DN,,5.18,C,1996-10-22,2024-07-03,,0
MST-MSMBM-03,mast,TRD,MS-MBM-DN,,11.03,C,2001-08-21,2026-04-15,,1
RL-MSMBM-01,rail,ENG,MS-MBM-DN,,7.45,B,2025-05-23,,364.2,0
RL-MSMBM-02,rail,ENG,MS-MBM-DN,,5.29,C,2019-05-18,,118.0,0
RL-MSMBM-03,rail,ENG,MS-MBM-DN,,6.96,B,2022-09-27,,480.4,1
RL-MSMBM-04,rail,ENG,MS-MBM-DN,,10.46,B,2003-03-12,2018-10-11,252.3,3
RL-MSMBM-05,rail,ENG,MS-MBM-DN,,9.70,C,2008-04-24,2023-12-16,362.4,2
SG-MSMBM-01,signal,SNT,MS-MBM-DN,,5.68,B,2008-08-19,2022-07-04,,1
SG-MSMBM-02,signal,SNT,MS-MBM-DN,,5.28,B,2007-10-01,2022-02-16,,2
SL-MSMBM-01,sleeper,ENG,MS-MBM-DN,,9.84,C,2006-05-20,,47.7,0
SL-MSMBM-02,sleeper,ENG,MS-MBM-DN,,8.97,B,2019-08-29,,557.2,1
TC-MSMBM-01,track_circuit,SNT,MS-MBM-DN,,4.89,C,2016-08-02,2025-12-11,79.7,0
TC-MSMBM-02,track_circuit,SNT,MS-MBM-DN,,10.27,B,2021-01-03,2025-12-21,235.9,2
TC-MSMBM-03,track_circuit,SNT,MS-MBM-DN,,11.09,B,2020-08-07,2025-08-20,212.9,2
OHE-MSMBM-05,OHE_span,TRD,MS-MBM-DN_SUB,,5.70,A,2006-12-24,2026-04-13,,1
OHE-MSMBM-06,OHE_span,TRD,MS-MBM-DN_SUB,,8.36,A,2011-05-23,,,0
OHE-MSMBM-07,OHE_span,TRD,MS-MBM-DN_SUB,,8.56,A,2007-10-22,,,0
OHE-MSMBM-08,OHE_span,TRD,MS-MBM-DN_SUB,,6.35,A,1997-01-29,2024-06-12,,0
AC-MSMBM-02,axle_counter,SNT,MS-MBM-DN_SUB,,6.64,A,2023-04-08,,279.2,3
BL-MSMBM-03,ballast,ENG,MS-MBM-DN_SUB,,8.09,A,2018-02-28,2025-09-14,253.8,0
BL-MSMBM-04,ballast,ENG,MS-MBM-DN_SUB,,6.06,A,2023-08-24,,198.6,0
CW-MSMBM-03,contact_wire,TRD,MS-MBM-DN_SUB,,7.59,A,2013-06-25,,,1
CW-MSMBM-04,contact_wire,TRD,MS-MBM-DN_SUB,,5.45,A,2007-09-13,2022-05-12,,2
INS-MSMBM-03,insulator,TRD,MS-MBM-DN_SUB,,9.10,B,2017-05-14,2026-06-22,,0
INS-MSMBM-04,insulator,TRD,MS-MBM-DN_SUB,,8.48,A,2015-08-31,2025-01-15,,1
MST-MSMBM-04,mast,TRD,MS-MBM-DN_SUB,,7.50,A,1988-11-30,2015-01-10,,1
MST-MSMBM-05,mast,TRD,MS-MBM-DN_SUB,,5.02,A,2020-09-04,,,1
MST-MSMBM-06,mast,TRD,MS-MBM-DN_SUB,,6.47,A,1986-03-08,2021-11-05,,1
RL-MSMBM-06,rail,ENG,MS-MBM-DN_SUB,,10.41,A,2018-07-04,,232.1,2
RL-MSMBM-07,rail,ENG,MS-MBM-DN_SUB,,4.88,A,2002-12-21,2011-12-07,659.5,1
RL-MSMBM-08,rail,ENG,MS-MBM-DN_SUB,,10.31,A,2020-06-20,,212.1,0
RL-MSMBM-09,rail,ENG,MS-MBM-DN_SUB,,9.80,A,2014-03-30,2026-06-22,344.5,0
RL-MSMBM-10,rail,ENG,MS-MBM-DN_SUB,,8.90,A,2018-07-22,,591.5,0
SG-MSMBM-03,signal,SNT,MS-MBM-DN_SUB,,6.08,A,2020-10-01,,,2
SG-MSMBM-04,signal,SNT,MS-MBM-DN_SUB,,10.96,A,2018-08-25,,,0
SL-MSMBM-03,sleeper,ENG,MS-MBM-DN_SUB,,6.44,A,2020-03-30,,1083.9,1
SL-MSMBM-04,sleeper,ENG,MS-MBM-DN_SUB,,7.46,B,1990-03-28,2019-12-10,583.3,1
TC-MSMBM-04,track_circuit,SNT,MS-MBM-DN_SUB,,7.47,A,2020-06-26,,42.8,0
TC-MSMBM-05,track_circuit,SNT,MS-MBM-DN_SUB,,8.14,A,2014-11-03,2021-06-17,213.7,2
TC-MSMBM-06,track_circuit,SNT,MS-MBM-DN_SUB,,8.94,A,2024-07-27,,364.4,0
OHE-MSMBM-09,OHE_span,TRD,MS-MBM-UP,,6.58,B,2011-07-03,,,0
OHE-MSMBM-10,OHE_span,TRD,MS-MBM-UP,,5.30,C,2000-05-20,2021-03-26,,0
OHE-MSMBM-11,OHE_span,TRD,MS-MBM-UP,,8.12,C,1997-05-09,2021-12-17,,3
OHE-MSMBM-12,OHE_span,TRD,MS-MBM-UP,,9.67,C,2005-10-05,2025-04-01,,0
AC-MSMBM-03,axle_counter,SNT,MS-MBM-UP,,5.71,C,2014-09-24,2026-03-21,31.2,0
BL-MSMBM-05,ballast,ENG,MS-MBM-UP,,9.57,C,2025-03-07,,212.9,0
BL-MSMBM-06,ballast,ENG,MS-MBM-UP,,9.62,C,2015-05-09,2025-04-21,164.4,0
CW-MSMBM-05,contact_wire,TRD,MS-MBM-UP,,6.48,B,2024-12-23,,,1
CW-MSMBM-06,contact_wire,TRD,MS-MBM-UP,,6.32,C,2018-12-23,,,0
INS-MSMBM-05,insulator,TRD,MS-MBM-UP,,8.03,C,2020-12-25,,,0
INS-MSMBM-06,insulator,TRD,MS-MBM-UP,,8.10,C,2013-04-07,2022-04-09,,1
MST-MSMBM-07,mast,TRD,MS-MBM-UP,,10.23,C,1993-11-17,2020-07-07,,3
MST-MSMBM-08,mast,TRD,MS-MBM-UP,,7.23,C,2007-05-18,,,0
MST-MSMBM-09,mast,TRD,MS-MBM-UP,,6.47,C,2020-06-21,,,1
RL-MSMBM-11,rail,ENG,MS-MBM-UP,,4.94,B,2016-01-03,,49.9,0
RL-MSMBM-12,rail,ENG,MS-MBM-UP,,6.32,B,2017-11-06,2026-04-30,232.5,2
RL-MSMBM-13,rail,ENG,MS-MBM-UP,,10.41,C,2006-11-08,2024-08-15,439.3,1
RL-MSMBM-14,rail,ENG,MS-MBM-UP,,9.79,C,2017-06-09,2025-12-30,509.3,3
RL-MSMBM-15,rail,ENG,MS-MBM-UP,,10.83,B,2014-12-06,2026-05-08,369.6,1
SG-MSMBM-05,signal,SNT,MS-MBM-UP,,9.30,B,2009-05-15,2022-05-05,,0
SG-MSMBM-06,signal,SNT,MS-MBM-UP,,7.50,C,2021-01-12,,,0
SL-MSMBM-05,sleeper,ENG,MS-MBM-UP,,4.58,C,2024-08-06,,801.9,0
SL-MSMBM-06,sleeper,ENG,MS-MBM-UP,,8.36,C,2004-10-24,,188.0,0
TC-MSMBM-07,track_circuit,SNT,MS-MBM-UP,,6.06,C,2016-08-03,2025-08-02,132.3,0
TC-MSMBM-08,track_circuit,SNT,MS-MBM-UP,,5.88,B,2016-09-10,2025-02-18,292.6,1
TC-MSMBM-09,track_circuit,SNT,MS-MBM-UP,,5.85,C,2020-02-09,,64.6,0
OHE-MSMBM-13,OHE_span,TRD,MS-MBM-UP_SUB,,5.54,A,2020-01-20,,,0
OHE-MSMBM-14,OHE_span,TRD,MS-MBM-UP_SUB,,6.21,A,2003-09-28,2026-01-05,,0
OHE-MSMBM-15,OHE_span,TRD,MS-MBM-UP_SUB,,5.83,A,2020-04-16,,,2
OHE-MSMBM-16,OHE_span,TRD,MS-MBM-UP_SUB,,8.60,A,1994-06-25,2025-10-06,,4
AC-MSMBM-04,axle_counter,SNT,MS-MBM-UP_SUB,,9.11,A,2017-12-28,2026-02-16,271.6,2
BL-MSMBM-07,ballast,ENG,MS-MBM-UP_SUB,,7.64,A,2018-06-09,2026-04-16,136.9,0
BL-MSMBM-08,ballast,ENG,MS-MBM-UP_SUB,,5.14,A,2025-11-17,,286.8,1
CW-MSMBM-07,contact_wire,TRD,MS-MBM-UP_SUB,,5.67,A,2021-11-08,,,1
CW-MSMBM-08,contact_wire,TRD,MS-MBM-UP_SUB,,7.12,A,2019-07-16,,,0
INS-MSMBM-07,insulator,TRD,MS-MBM-UP_SUB,,6.61,A,2017-03-16,2026-04-03,,1
INS-MSMBM-08,insulator,TRD,MS-MBM-UP_SUB,,4.51,A,2013-10-07,2022-05-29,,0
MST-MSMBM-10,mast,TRD,MS-MBM-UP_SUB,,10.03,A,1992-10-18,2020-02-08,,2
MST-MSMBM-11,mast,TRD,MS-MBM-UP_SUB,,7.09,A,2011-07-29,,,3
MST-MSMBM-12,mast,TRD,MS-MBM-UP_SUB,,5.97,A,2006-12-22,,,0
RL-MSMBM-16,rail,ENG,MS-MBM-UP_SUB,,10.53,A,2016-07-10,2024-12-24,608.8,1
RL-MSMBM-17,rail,ENG,MS-MBM-UP_SUB,,6.58,A,2020-10-17,,92.9,1
RL-MSMBM-18,rail,ENG,MS-MBM-UP_SUB,,6.57,A,2009-01-24,2020-10-15,357.3,1
RL-MSMBM-19,rail,ENG,MS-MBM-UP_SUB,,9.60,A,2013-07-17,2025-10-02,278.2,1
RL-MSMBM-20,rail,ENG,MS-MBM-UP_SUB,,4.68,A,2012-06-14,2026-01-19,155.8,0
SG-MSMBM-07,signal,SNT,MS-MBM-UP_SUB,,8.05,A,2009-04-05,2020-08-14,,0
SG-MSMBM-08,signal,SNT,MS-MBM-UP_SUB,,5.99,A,2013-02-07,2025-05-04,,0
SL-MSMBM-07,sleeper,ENG,MS-MBM-UP_SUB,,9.58,A,1995-09-30,2016-01-23,619.7,3
SL-MSMBM-08,sleeper,ENG,MS-MBM-UP_SUB,,7.11,A,1999-06-17,2024-06-07,808.1,1
TC-MSMBM-10,track_circuit,SNT,MS-MBM-UP_SUB,,9.24,A,2021-01-20,2026-03-15,281.0,1
TC-MSMBM-11,track_circuit,SNT,MS-MBM-UP_SUB,,9.73,A,2022-02-22,,162.9,0
TC-MSMBM-12,track_circuit,SNT,MS-MBM-UP_SUB,,8.15,A,2021-12-27,,118.8,0
OHE-MSBMS-01,OHE_span,TRD,MSB-MS-DN,,0.38,B,2001-04-01,2025-02-10,,0
OHE-MSBMS-02,OHE_span,TRD,MSB-MS-DN,,1.07,C,2000-04-12,2024-11-02,,1
AC-MSBMS-01,axle_counter,SNT,MSB-MS-DN,,4.20,B,2017-08-28,2026-04-04,210.4,1
BL-MSBMS-01,ballast,ENG,MSB-MS-DN,,2.92,C,2022-07-24,,35.4,0
