task_id,source_system,source_ref,department,task_type_id,asset_id,location_kind,block_section_id,station_code,start_km,end_km,line_id,origin,raised_date,days_pending,severity,deadline,safety_critical,access_required,requested_duration_min,crew_required,machine_required,materials_ready,season_restricted,night_permitted,status
ENG-2026-04896,TMS,TMS-04896,ENG,ENG-TURNOUT-TAMP,TO-GPD-02,node,,GPD,47.00,47.00,,overdue,2026-08-06,32,minor,2026-09-15,false,traffic_block,160,9,tamper,true,true,true,pending
SNT-2026-00949,SMMS,SMMS-00949,SNT,SNT-CABLE-LAY,,edge,GI-STM-DN,,16.17,17.10,DN,defect,2026-01-25,40,major,,false,none,221,9,none,true,true,false,done
SNT-2026-00950,SMMS,SMMS-00950,SNT,SNT-SIGNAL-LAMP,SG-PVTBM-02,edge,PV-TBM-DN,,23.72,23.82,DN,overdue,2026-07-28,41,critical,2026-08-11,true,none,49,2,none,true,false,true,in_progress
TRD-2025-01402,TDMS,TDMS-01402,TRD,TRD-OHE-MAST,MST-AVDTI-08,edge,AVD-TI-UP,,21.95,22.15,UP,overdue,2025-11-02,98,minor,,false,power_block,129,6,OHE_tower_car,true,true,true,done
ENG-2026-04897,TMS,TMS-04897,ENG,ENG-DRAIN-CLEAR,,edge,TRL-AJJ-DN_SUB,,63.58,65.08,DN_SUB,emergency_followup,2026-06-19,10,major,2026-09-26,false,none,193,6,none,true,true,false,done
ENG-2026-04898,TMS,TMS-04898,ENG,ENG-DESTRESSING,RL-PERABU-07,edge,PER-ABU-DN_SUB,,9.95,10.95,DN_SUB,routine,2026-02-23,23,2,2026-05-26,false,traffic_block,293,10,none,true,false,true,done
ENG-2025-04899,TMS,TMS-04899,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-01,edge,PON-GPD-DN,,36.81,37.31,DN,emergency_followup,2025-12-17,79,major,2026-04-06,false,traffic_block,263,18,none,true,true,true,done
ENG-2026-04900,TMS,TMS-04900,ENG,ENG-TURNOUT-OVERHAUL,TO-MSB-10,node,,MSB,0.00,0.00,,routine,2026-08-10,28,critical,2026-09-07,true,traffic_block,290,15,none,true,true,true,pending
SNT-2026-00951,SMMS,SMMS-00951,SNT,SNT-SIGNAL-REPLACE,SG-MASBBQ-02,edge,MAS-BBQ-DN_SUB,,1.50,1.60,DN_SUB,defect,2026-06-03,8,minor,,false,disconnection,164,6,none,true,true,true,done
ENG-2025-04901,TMS,TMS-04901,ENG,ENG-BALLAST-SCREEN,BL-PVTBM-04,edge,PV-TBM-DN_SUB,,27.65,28.15,DN_SUB,routine,2025-09-10,352,major,,false,traffic_block,271,12,BCM,true,true,true,done
SNT-2026-00952,SMMS,SMMS-00952,SNT,SNT-CABLE-LAY,,edge,MJR-PON-UP,,30.56,31.56,UP,defect,2026-04-24,54,major,2026-07-18,false,none,315,10,none,true,true,false,done
ENG-2025-04902,TMS,TMS-04902,ENG,ENG-TURNOUT-OVERHAUL,TO-BBQ-04,node,,BBQ,2.00,2.00,,overdue,2025-10-16,246,critical,2025-10-31,true,traffic_block,345,12,none,false,true,true,done
ENG-2025-04903,TMS,TMS-04903,ENG,ENG-RAIL-RENEWAL,RL-TRLAJJ-65,edge,TRL-AJJ-UP_SUB,,65.28,65.78,UP_SUB,proactive,2025-11-20,241,3,,false,traffic_block,422,20,none,true,true,true,done
ENG-2026-04904,TMS,TMS-04904,ENG,ENG-RAIL-RENEWAL,RL-PERABU-14,edge,PER-ABU-UP,,14.34,14.84,UP,defect,2026-08-17,21,3,2026-10-06,false,traffic_block,462,24,none,true,true,true,pending
SNT-2025-00953,SMMS,SMMS-00953,SNT,SNT-TRACK-CIRCUIT,TC-PERABU-10,edge,PER-ABU-UP,,10.20,10.70,UP,overdue,2025-12-22,258,major,,false,disconnection,102,3,none,true,true,true,done
SNT-2026-00954,SMMS,SMMS-00954,SNT,SNT-SIGNAL-LAMP,SG-AVDTI-09,edge,AVD-TI-UP,,21.53,21.63,UP,routine,2026-03-07,30,minor,2026-06-17,false,none,44,2,none,true,false,true,done
ENG-2026-04905,TMS,TMS-04905,ENG,ENG-BALLAST-SCREEN,BL-ENRMJR-01,edge,ENR-MJR-DN,,18.79,19.29,DN,proactive,2026-02-24,117,minor,2026-05-26,false,traffic_block,256,15,BCM,true,true,true,done
ENG-2026-04906,TMS,TMS-04906,ENG,ENG-RAIL-WELD,RL-MSMBM-03,edge,MS-MBM-DN,,9.28,10.28,DN,defect,2026-01-11,230,2,,false,traffic_block,230,7,none,true,false,true,done
ENG-2025-04907,TMS,TMS-04907,ENG,ENG-RAIL-RENEWAL,RL-CGLWJ-02,edge,CGL-WJ-SINGLE,,68.37,68.87,SINGLE,defect,2025-10-17,1,IMDT,2025-10-20,true,traffic_block,443,23,none,false,true,true,done
SNT-2025-00955,SMMS,SMMS-00955,SNT,SNT-TRACK-CIRCUIT,TC-BBQTNP-01,edge,BBQ-TNP-DN,,2.99,3.49,DN,proactive,2025-11-05,193,minor,2025-12-08,false,disconnection,79,3,none,true,true,true,done
SNT-2026-00956,SMMS,SMMS-00956,SNT,SNT-CABLE-LAY,,edge,TKO-AJJ-SINGLE,,119.23,120.23,SINGLE,defect,2026-06-11,58,critical,2026-06-23,true,none,201,8,none,false,true,false,done
ENG-2025-04908,TMS,TMS-04908,ENG,ENG-DESTRESSING,RL-MSMBM-06,edge,MS-MBM-DN_SUB,,9.80,10.80,DN_SUB,routine,2025-11-25,24,3,2026-01-22,false,traffic_block,253,12,none,true,false,true,done
SNT-2026-00957,SMMS,SMMS-00957,SNT,SNT-CABLE-LAY,,edge,MBM-GI-UP_SUB,,11.74,12.74,UP_SUB,defect,2026-03-30,118,minor,,false,none,241,8,none,false,true,false,done
TRD-2025-01403,TDMS,TDMS-01403,TRD,TRD-OHE-DROPPER,CW-TITRL-13,edge,TI-TRL-UP_SUB,,34.56,35.06,UP_SUB,overdue,2025-09-19,142,major,,false,power_block,95,4,OHE_tower_car,true,false,true,done
ENG-2026-04909,TMS,TMS-04909,ENG,ENG-DESTRESSING,RL-TRLAJJ-07,edge,TRL-AJJ-DN,,59.49,60.49,DN,overdue,2026-04-03,86,2,2026-05-08,false,traffic_block,216,10,none,true,false,true,done
SNT-2025-00958,SMMS,SMMS-00958,SNT,SNT-AXLE-COUNTER,AC-STMPV-03,edge,STM-PV-UP,,18.87,19.17,UP,routine,2025-11-16,109,major,,false,disconnection,117,3,none,true,true,true,done
SNT-2025-00959,SMMS,SMMS-00959,SNT,SNT-POINT-SERVICE,PT-TRL-04,node,,TRL,42.00,42.00,,overdue,2025-09-17,182,minor,2025-12-05,false,disconnection,57,3,none,true,false,true,done
ENG-2025-04910,TMS,TMS-04910,ENG,ENG-RAIL-WELD,RL-BBQTNP-01,edge,BBQ-TNP-DN,,3.08,4.08,DN,defect,2025-12-30,235,2,,false,traffic_block,249,6,none,true,false,true,done
SNT-2026-00960,SMMS,SMMS-00960,SNT,SNT-AXLE-COUNTER,AC-PERABU-01,edge,PER-ABU-DN,,8.61,8.91,DN,overdue,2026-03-29,160,minor,,false,disconnection,75,3,none,true,true,true,done
SNT-2026-00961,SMMS,SMMS-00961,SNT,SNT-TRACK-CIRCUIT,TC-ABUAVD-03,edge,ABU-AVD-DN_SUB,,15.60,16.10,DN_SUB,routine,2026-07-13,56,minor,2026-09-23,false,disconnection,83,4,none,true,true,true,in_progress
TRD-2026-01404,TDMS,TDMS-01404,TRD,TRD-OHE-MAST,MST-TRLAJJ-38,edge,TRL-AJJ-UP_SUB,,42.89,43.09,UP_SUB,routine,2026-08-21,3,major,2026-11-27,false,power_block,183,6,OHE_tower_car,true,true,true,done
ENG-2026-04911,TMS,TMS-04911,ENG,ENG-RAIL-GRIND,RL-CJTMLP-04,edge,CJ-TMLP-SINGLE,,106.56,107.80,SINGLE,routine,2026-07-23,28,3,,false,traffic_block,191,4,rail_grinder,true,false,true,done
ENG-2025-04912,TMS,TMS-04912,ENG,ENG-TURNOUT-TAMP,TO-BBQ-07,node,,BBQ,2.00,2.00,,routine,2025-09-23,248,major,,false,traffic_block,145,8,tamper,true,true,true,done
ENG-2026-04913,TMS,TMS-04913,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-02,edge,PON-GPD-DN,,40.11,40.61,DN,defect,2026-08-15,23,major,,false,traffic_block,357,16,none,true,true,true,pending
SNT-2026-00962,SMMS,SMMS-00962,SNT,SNT-TRACK-CIRCUIT,TC-TNPENR-03,edge,TNP-ENR-DN,,10.39,10.89,DN,overdue,2026-08-18,10,major,,false,disconnection,126,3,none,true,true,true,done
SNT-2026-00963,SMMS,SMMS-00963,SNT,SNT-POINT-SERVICE,PT-AJJ-03,node,,AJJ,69.00,69.00,,routine,2026-04-10,69,major,,false,disconnection,51,3,none,false,false,true,deferred
TRD-2025-01405,TDMS,TDMS-01405,TRD,TRD-OHE-INSP,OHE-PVTBM-09,edge,PV-TBM-UP,,26.48,29.10,UP,routine,2025-11-29,151,minor,2026-03-22,false,power_block,82,4,OHE_tower_car,true,false,true,done
TRD-2026-01406,TDMS,TDMS-01406,TRD,TRD-OHE-INSULATOR,INS-GISTM-02,edge,GI-STM-DN_SUB,,16.41,16.51,DN_SUB,defect,2026-07-08,32,major,,false,power_block,104,5,OHE_tower_car,true,true,true,cancelled
ENG-2026-04914,TMS,TMS-04914,ENG,ENG-SLEEPER-RENEWAL,SL-MSMBM-01,edge,MS-MBM-DN,,6.30,6.80,DN,defect,2026-02-28,186,minor,,false,traffic_block,312,19,none,true,true,true,done
ENG-2026-04915,TMS,TMS-04915,ENG,ENG-SLEEPER-RENEWAL,SL-PERABU-14,edge,PER-ABU-UP_SUB,,13.34,13.84,UP_SUB,defect,2026-09-04,1,minor,2026-12-31,false,traffic_block,274,20,none,false,true,true,done
ENG-2026-04916,TMS,TMS-04916,ENG,ENG-TURNOUT-OVERHAUL,TO-AJJ-10,node,,AJJ,69.00,69.00,,overdue,2026-03-01,101,critical,2026-03-16,true,traffic_block,243,16,none,true,true,true,deferred
SNT-2026-00964,SMMS,SMMS-00964,SNT,SNT-AXLE-COUNTER,AC-AVDTI-01,edge,AVD-TI-DN,,26.92,27.22,DN,routine,2026-05-18,21,minor,,false,disconnection,112,4,none,true,true,true,done
TRD-2025-01407,TDMS,TDMS-01407,TRD,TRD-NEUTRAL-SECTION,OHE-AVDTI-12,edge,AVD-TI-UP,,25.61,25.81,UP,emergency_followup,2025-09-09,47,major,,false,power_block,176,6,OHE_tower_car,true,false,true,done
SNT-2026-00965,SMMS,SMMS-00965,SNT,SNT-AXLE-COUNTER,AC-TITRL-02,edge,TI-TRL-DN,,39.16,39.46,DN,routine,2026-08-27,11,minor,,false,disconnection,102,3,none,true,true,true,pending
TRD-2026-01408,TDMS,TDMS-01408,TRD,TRD-OHE-TENSION,OHE-MASBBQ-04,edge,MAS-BBQ-UP_SUB,,1.58,1.88,UP_SUB,emergency_followup,2026-08-03,35,major,2026-11-02,false,power_block,151,4,OHE_tower_car,true,false,true,pending
ENG-2026-04917,TMS,TMS-04917,ENG,ENG-BALLAST-SCREEN,BL-PERABU-03,edge,PER-ABU-DN,,8.34,8.84,DN,routine,2026-07-10,59,minor,,false,traffic_block,314,13,BCM,true,true,true,in_progress
ENG-2026-04918,TMS,TMS-04918,ENG,ENG-SLEEPER-RENEWAL,SL-TITRL-08,edge,TI-TRL-DN_SUB,,40.05,40.55,DN_SUB,defect,2026-01-04,78,critical,2026-01-14,true,traffic_block,376,16,none,true,true,true,done
SNT-2026-00966,SMMS,SMMS-00966,SNT,SNT-SIGNAL-REPLACE,SG-CGLWJ-07,edge,CGL-WJ-SINGLE,,78.46,78.56,SINGLE,emergency_followup,2026-05-01,5,major,,false,disconnection,156,5,none,true,true,true,done
ENG-2025-04919,TMS,TMS-04919,ENG,ENG-BALLAST-REGULATE,BL-MBMGI-02,edge,MBM-GI-DN_SUB,,11.69,13.69,DN_SUB,routine,2025-11-01,279,minor,2025-12-31,false,traffic_block,117,4,ballast_regulator,true,true,true,done
ENG-2025-04920,TMS,TMS-04920,ENG,ENG-SLEEPER-RENEWAL,SL-STMPV-08,edge,STM-PV-UP_SUB,,19.64,20.14,UP_SUB,emergency_followup,2025-11-23,185,major,,false,traffic_block,341,16,none,true,true,true,cancelled
TRD-2026-01409,TDMS,TDMS-01409,TRD,TRD-OHE-MAST,MST-WJCJ-04,edge,WJ-CJ-SINGLE,,93.34,93.54,SINGLE,proactive,2026-07-29,11,minor,2026-11-05,false,power_block,160,7,OHE_tower_car,true,true,true,done
SNT-2026-00967,SMMS,SMMS-00967,SNT,SNT-LC-GATE,LC-WJCJ-01,edge,WJ-CJ-SINGLE,,89.86,89.96,SINGLE,routine,2026-03-31,65,major,2026-05-15,false,disconnection,104,4,none,true,true,true,done
ENG-2025-04921,TMS,TMS-04921,ENG,ENG-RAIL-RENEWAL,RL-TRLAJJ-16,edge,TRL-AJJ-DN,,58.76,59.26,DN,defect,2025-12-01,179,3,2026-02-17,false,traffic_block,380,24,none,true,true,true,done
SNT-2026-00968,SMMS,SMMS-00968,SNT,SNT-AXLE-COUNTER,AC-MJRPON-03,edge,MJR-PON-UP,,26.50,26.80,UP,routine,2026-05-15,77,major,,false,disconnection,77,3,none,true,true,true,done
ENG-2026-04922,TMS,TMS-04922,ENG,ENG-USFD-TEST,RL-TRLAJJ-17,edge,TRL-AJJ-DN,,66.72,68.50,DN,routine,2026-03-29,137,1,2026-04-17,true,traffic_block,126,3,USFD_car,true,false,true,done
ENG-2025-04923,TMS,TMS-04923,ENG,ENG-SLEEPER-RENEWAL,SL-TNPENR-06,edge,TNP-ENR-UP,,8.87,9.37,UP,defect,2025-09-16,297,critical,2025-10-13,true,traffic_block,390,19,none,true,true,true,deferred
ENG-2026-04924,TMS,TMS-04924,ENG,ENG-BRIDGE-REPAIR,BR-TRLAJJ-01,edge,TRL-AJJ-DN,,52.88,52.98,DN,defect,2026-07-30,14,minor,2026-10-06,false,traffic_block,332,10,none,true,true,false,cancelled
TRD-2025-01410,TDMS,TDMS-01410,TRD,TRD-OHE-INSP,OHE-ABUAVD-06,edge,ABU-AVD-DN_SUB,,15.86,19.86,DN_SUB,proactive,2025-11-27,268,minor,,false,power_block,116,4,OHE_tower_car,true,false,true,done
ENG-2026-04925,TMS,TMS-04925,ENG,ENG-USFD-TEST,RL-TRLAJJ-44,edge,TRL-AJJ-UP,,65.91,68.50,UP,overdue,2026-08-15,23,1,2026-08-26,true,traffic_block,124,3,USFD_car,true,false,true,in_progress
SNT-2026-00969,SMMS,SMMS-00969,SNT,SNT-POINT-REPLACE,PT-PER-01,node,,PER,5.00,5.00,,defect,2026-08-30,7,minor,,false,disconnection,181,4,none,true,false,true,done
ENG-2026-04926,TMS,TMS-04926,ENG,ENG-SLEEPER-RENEWAL,SL-TITRL-04,edge,TI-TRL-DN,,33.08,33.58,DN,defect,2026-07-09,29,minor,2026-09-02,false,traffic_block,329,18,none,true,true,true,cancelled
SNT-2026-00970,SMMS,SMMS-00970,SNT,SNT-POINT-SERVICE,PT-TRL-01,node,,TRL,42.00,42.00,,overdue,2026-09-01,1,minor,,false,disconnection,65,3,none,true,false,true,cancelled
TRD-2026-01411,TDMS,TDMS-01411,TRD,TRD-OHE-INSULATOR,INS-TRLAJJ-03,edge,TRL-AJJ-DN,,62.17,62.27,DN,defect,2026-01-01,49,minor,,false,power_block,119,4,OHE_tower_car,false,true,true,done
ENG-2026-04927,TMS,TMS-04927,ENG,ENG-DRAIN-CLEAR,,edge,PON-GPD-UP,,44.63,46.13,UP,routine,2026-03-26,123,major,,false,none,136,6,none,false,true,false,deferred
ENG-2025-04928,TMS,TMS-04928,ENG,ENG-SLEEPER-RENEWAL,SL-MBMGI-04,edge,MBM-GI-UP_SUB,,11.80,12.30,UP_SUB,defect,2025-12-14,246,minor,,false,traffic_block,318,21,none,false,true,true,done
ENG-2026-04929,TMS,TMS-04929,ENG,ENG-SLEEPER-RENEWAL,SL-AVDTI-12,edge,AVD-TI-UP_SUB,,24.55,25.05,UP_SUB,defect,2026-04-24,44,major,,false,traffic_block,384,19,none,true,true,true,done
ENG-2026-04930,TMS,TMS-04930,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-18,edge,TRL-AJJ-DN_SUB,,62.11,62.61,DN_SUB,defect,2026-02-23,47,minor,,false,traffic_block,420,21,none,true,true,true,done
TRD-2025-01412,TDMS,TDMS-01412,TRD,TRD-OHE-MAST,MST-PVTBM-01,edge,PV-TBM-DN,,27.50,27.70,DN,overdue,2025-12-30,115,major,,false,power_block,150,7,OHE_tower_car,true,true,true,done
ENG-2026-04931,TMS,TMS-04931,ENG,ENG-USFD-TEST,RL-GISTM-02,edge,GI-STM-DN_SUB,,16.79,17.10,DN_SUB,routine,2026-01-26,78,3,,false,traffic_block,141,3,USFD_car,true,false,true,done
TRD-2026-01413,TDMS,TDMS-01413,TRD,TRD-OHE-WIRE-RENEW,CW-MSMBM-03,edge,MS-MBM-DN_SUB,,8.48,9.48,DN_SUB,proactive,2026-08-08,30,major,,false,power_block,327,9,OHE_tower_car,true,true,true,scheduled
ENG-2025-04932,TMS,TMS-04932,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-26,edge,TRL-AJJ-UP,,66.50,67.00,UP,defect,2025-09-26,276,major,2025-12-23,false,traffic_block,237,18,none,true,true,true,done
ENG-2026-04933,TMS,TMS-04933,ENG,ENG-RAIL-GRIND,RL-PERABU-04,edge,PER-ABU-DN,,6.54,9.54,DN,proactive,2026-03-22,88,3,2026-05-08,false,traffic_block,201,4,rail_grinder,true,false,true,done
TRD-2026-01414,TDMS,TDMS-01414,TRD,TRD-OHE-MAST,MST-TITRL-14,edge,TI-TRL-UP,,35.01,35.21,UP,emergency_followup,2026-08-19,19,major,,false,power_block,173,6,OHE_tower_car,true,true,true,in_progress
SNT-2025-00971,SMMS,SMMS-00971,SNT,SNT-SIGNAL-LAMP,SG-TITRL-18,edge,TI-TRL-UP_SUB,,31.03,31.13,UP_SUB,proactive,2025-10-30,263,minor,,false,none,50,2,none,false,false,true,done
SNT-2025-00972,SMMS,SMMS-00972,SNT,SNT-TRACK-CIRCUIT,TC-GISTM-01,edge,GI-STM-DN,,16.53,17.03,DN,overdue,2025-11-07,188,major,,false,disconnection,76,3,none,true,true,true,cancelled
ENG-2026-04934,TMS,TMS-04934,ENG,ENG-SLEEPER-RENEWAL,SL-WJCJ-04,edge,WJ-CJ-SINGLE,,88.24,88.74,SINGLE,proactive,2026-07-20,19,minor,,false,traffic_block,313,16,none,true,true,true,done
TRD-2026-01415,TDMS,TDMS-01415,TRD,TRD-OHE-MAST,MST-STMPV-02,edge,STM-PV-DN,,20.38,20.58,DN,emergency_followup,2026-08-17,21,major,,false,power_block,214,7,OHE_tower_car,false,true,true,in_progress
SNT-2025-00973,SMMS,SMMS-00973,SNT,SNT-SIGNAL-REPLACE,SG-ENRMJR-04,edge,ENR-MJR-DN,,23.18,23.28,DN,proactive,2025-10-21,160,minor,2025-11-25,false,disconnection,224,5,none,true,true,true,done
TRD-2026-01416,TDMS,TDMS-01416,TRD,TRD-OHE-MAST,MST-PERABU-02,edge,PER-ABU-DN,,11.86,12.06,DN,overdue,2026-03-25,110,minor,2026-07-08,false,power_block,189,7,OHE_tower_car,false,true,true,deferred
TRD-2026-01417,TDMS,TDMS-01417,TRD,TRD-OHE-INSULATOR,INS-MSMBM-07,edge,MS-MBM-UP_SUB,,10.03,10.13,UP_SUB,proactive,2026-08-18,20,minor,,false,power_block,123,4,OHE_tower_car,false,true,true,in_progress
ENG-2026-04935,TMS,TMS-04935,ENG,ENG-RAIL-GRIND,RL-MSBMS-01,edge,MSB-MS-DN,,1.72,4.30,DN,overdue,2026-05-12,85,3,,false,traffic_block,238,4,rail_grinder,true,false,true,done
ENG-2026-04936,TMS,TMS-04936,ENG,ENG-TURNOUT-OVERHAUL,TO-TBM-07,node,,TBM,29.14,29.14,,emergency_followup,2026-08-09,29,major,2026-10-30,false,traffic_block,247,14,none,true,true,true,in_progress
ENG-2026-04937,TMS,TMS-04937,ENG,ENG-TURNOUT-TAMP,TO-MAS-01,node,,MAS,0.00,0.00,,overdue,2026-02-25,36,minor,,false,traffic_block,147,8,tamper,true,true,true,done
SNT-2025-00974,SMMS,SMMS-00974,SNT,SNT-TRACK-CIRCUIT,TC-STMPV-08,edge,STM-PV-UP_SUB,,22.28,22.78,UP_SUB,routine,2025-09-15,16,minor,,false,disconnection,119,3,none,true,true,true,done
ENG-2026-04938,TMS,TMS-04938,ENG,ENG-TURNOUT-TAMP,TO-TNP-05,node,,TNP,5.00,5.00,,proactive,2026-03-07,22,minor,,false,traffic_block,146,10,tamper,true,true,true,done
ENG-2025-04939,TMS,TMS-04939,ENG,ENG-TURNOUT-OVERHAUL,TO-ENR-05,node,,ENR,16.00,16.00,,overdue,2025-09-27,311,major,,false,traffic_block,402,13,none,true,true,true,deferred
ENG-2026-04940,TMS,TMS-04940,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-05,edge,PON-GPD-UP,,45.07,45.57,UP,defect,2026-01-14,167,major,2026-03-02,false,traffic_block,244,17,none,true,true,true,deferred
ENG-2026-04941,TMS,TMS-04941,ENG,ENG-DRAIN-CLEAR,,edge,STM-PV-UP,,20.49,21.99,UP,proactive,2026-03-01,130,minor,,false,none,170,7,none,true,true,false,done
SNT-2025-00975,SMMS,SMMS-00975,SNT,SNT-TRACK-CIRCUIT,TC-TRLAJJ-28,edge,TRL-AJJ-UP,,51.35,51.85,UP,overdue,2025-11-20,29,major,2026-03-13,false,disconnection,127,3,none,true,true,true,done
ENG-2026-04942,TMS,TMS-04942,ENG,ENG-SLEEPER-RENEWAL,SL-MBMGI-04,edge,MBM-GI-UP_SUB,,11.80,12.30,UP_SUB,defect,2026-01-20,156,minor,2026-04-01,false,traffic_block,304,21,none,true,true,true,done
ENG-2026-04943,TMS,TMS-04943,ENG,ENG-BALLAST-REGULATE,BL-PONGPD-01,edge,PON-GPD-DN,,35.64,37.64,DN,routine,2026-02-23,52,minor,,false,traffic_block,139,4,ballast_regulator,true,true,true,done
ENG-2026-04944,TMS,TMS-04944,ENG,ENG-DESTRESSING,RL-BBQPER-03,edge,BBQ-PER-DN_SUB,,4.26,5.00,DN_SUB,overdue,2026-03-31,94,IMDT,2026-04-02,true,traffic_block,191,12,none,false,false,true,done
ENG-2026-04945,TMS,TMS-04945,ENG,ENG-RAIL-GRIND,RL-PERABU-03,edge,PER-ABU-DN,,6.60,9.60,DN,overdue,2026-07-31,38,2,,false,traffic_block,146,4,rail_grinder,false,false,true,scheduled
ENG-2025-04946,TMS,TMS-04946,ENG,ENG-RAIL-WELD,RL-PVTBM-10,edge,PV-TBM-UP,,23.23,24.23,UP,proactive,2025-09-20,338,3,,false,traffic_block,186,6,none,true,false,true,done
ENG-2026-04947,TMS,TMS-04947,ENG,ENG-RAIL-RENEWAL,RL-STMPV-14,edge,STM-PV-UP_SUB,,22.79,23.10,UP_SUB,emergency_followup,2026-02-16,191,2,,false,traffic_block,440,26,none,true,true,true,done
SNT-2026-00976,SMMS,SMMS-00976,SNT,SNT-TRACK-CIRCUIT,TC-PERABU-10,edge,PER-ABU-UP,,10.20,10.70,UP,routine,2026-03-31,143,major,,false,disconnection,82,3,none,false,true,true,done
TRD-2026-01418,TDMS,TDMS-01418,TRD,TRD-OHE-DROPPER,CW-CGLWJ-06,edge,CGL-WJ-SINGLE,,65.70,66.20,SINGLE,overdue,2026-08-30,4,major,2026-12-02,false,power_block,93,5,OHE_tower_car,true,false,true,done
ENG-2026-04948,TMS,TMS-04948,ENG,ENG-RAIL-RENEWAL,RL-BBQTNP-02,edge,BBQ-TNP-DN,,3.73,4.23,DN,defect,2026-07-22,30,1,2026-08-07,true,traffic_block,340,24,none,true,true,true,done
ENG-2026-04949,TMS,TMS-04949,ENG,ENG-RAIL-WELD,RL-PONGPD-02,edge,PON-GPD-DN,,41.60,42.60,DN,proactive,2026-08-23,15,3,,false,traffic_block,161,7,none,true,false,true,scheduled
SNT-2026-00977,SMMS,SMMS-00977,SNT,SNT-TRACK-CIRCUIT,TC-MBMGI-02,edge,MBM-GI-DN_SUB,,14.57,15.00,DN_SUB,routine,2026-03-30,57,minor,2026-07-28,false,disconnection,87,3,none,true,true,true,done
ENG-2026-04950,TMS,TMS-04950,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-26,edge,TRL-AJJ-UP,,66.50,67.00,UP,defect,2026-07-28,41,minor,,false,traffic_block,225,16,none,true,true,true,pending
ENG-2025-04951,TMS,TMS-04951,ENG,ENG-USFD-TEST,RL-ENRMJR-06,edge,ENR-MJR-DN,,21.47,26.00,DN,overdue,2025-12-28,159,1,2026-01-07,true,traffic_block,148,3,USFD_car,true,false,true,done
SNT-2025-00978,SMMS,SMMS-00978,SNT,SNT-TRACK-CIRCUIT,TC-CJTMLP-02,edge,CJ-TMLP-SINGLE,,104.85,105.35,SINGLE,overdue,2025-10-14,74,minor,,false,disconnection,115,3,none,false,true,true,deferred
ENG-2025-04952,TMS,TMS-04952,ENG,ENG-TURNOUT-OVERHAUL,TO-PER-04,node,,PER,5.00,5.00,,overdue,2025-10-17,177,minor,,false,traffic_block,388,15,none,true,true,true,done
SNT-2025-00979,SMMS,SMMS-00979,SNT,SNT-CABLE-LAY,,edge,TKO-AJJ-SINGLE,,118.68,119.68,SINGLE,defect,2025-10-07,51,major,,false,none,318,9,none,true,true,false,done
ENG-2026-04953,TMS,TMS-04953,ENG,ENG-SLEEPER-RENEWAL,SL-BBQPER-03,edge,BBQ-PER-UP,,4.12,4.62,UP,emergency_followup,2026-01-15,223,major,,false,traffic_block,344,19,none,true,true,true,done
TRD-2025-01419,TDMS,TDMS-01419,TRD,TRD-OHE-MAST,MST-PERABU-13,edge,PER-ABU-UP_SUB,,5.35,5.55,UP_SUB,overdue,2025-11-03,82,critical,2025-11-25,true,power_block,150,6,OHE_tower_car,false,true,true,deferred
SNT-2026-00980,SMMS,SMMS-00980,SNT,SNT-POINT-SERVICE,PT-MS-07,node,,MS,4.32,4.32,,overdue,2026-01-03,239,minor,,false,disconnection,50,3,none,true,false,true,done
SNT-2026-00981,SMMS,SMMS-00981,SNT,SNT-AXLE-COUNTER,AC-PERABU-07,edge,PER-ABU-UP_SUB,,12.39,12.69,UP_SUB,overdue,2026-08-19,3,minor,,false,disconnection,121,3,none,true,true,true,done
TRD-2026-01420,TDMS,TDMS-01420,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-07,edge,TRL-AJJ-DN,,59.13,60.13,DN,defect,2026-03-09,121,minor,,false,power_block,285,9,OHE_tower_car,true,true,true,done
ENG-2026-04954,TMS,TMS-04954,ENG,ENG-TURNOUT-TAMP,TO-TBM-04,node,,TBM,29.14,29.14,,overdue,2026-05-28,102,minor,,false,traffic_block,224,10,tamper,true,true,true,scheduled
TRD-2026-01421,TDMS,TDMS-01421,TRD,TRD-OHE-DROPPER,CW-PERABU-03,edge,PER-ABU-DN,,13.48,13.98,DN,routine,2026-01-29,200,minor,2026-04-16,false,power_block,111,4,OHE_tower_car,true,false,true,done
ENG-2026-04955,TMS,TMS-04955,ENG,ENG-SLEEPER-RENEWAL,SL-MJRPON-01,edge,MJR-PON-DN,,27.59,28.09,DN,proactive,2026-06-07,90,major,,false,traffic_block,302,19,none,false,true,true,done
SNT-2026-00982,SMMS,SMMS-00982,SNT,SNT-SIGNAL-REPLACE,SG-TRLAJJ-28,edge,TRL-AJJ-UP_SUB,,44.19,44.29,UP_SUB,proactive,2026-05-18,101,minor,,false,disconnection,179,6,none,true,true,true,done
